lati,long,Gyro,Gear,Rate,Pressure,Heartbeat,Temp,map_inf
23.562720000000002,120.47866,-3.53,1.0,0.277884,0.2165109034267913,62.0,35.44408099688473,1
23.562720000000002,120.47866,-3.4805,1.0,0.276534,0.22391849529780564,62.0,35.45,1
23.562720000000002,120.47866,-3.05825,1.0,0.27518400000000004,0.2229906542056075,32.292834890965736,35.531619937694686,1
23.562720000000002,120.47866,-2.7969999999999997,1.0,0.273834,0.23865203761755485,59.523510971786834,35.47445141065831,1
23.562720000000002,120.47866,-3.26275,1.0,0.272484,0.2323676012461059,64.0,35.45,1
23.562720000000002,120.47866,-3.284,1.0,0.27113400000000004,0.5746113306982872,64.0,35.45,1
23.56273952,120.47866,-2.8339999999999996,1.0,0.31956,1.278168642951251,52.4368174726989,35.45,1
23.56273652,120.47866,-2.2454054054054047,1.0,0.31056,2.843975903614458,36.524180967238685,35.3996875,1
23.56273352,120.47866,-1.8285625,1.0,0.30156,4.2715,29.468468468468465,35.392342342342346,1
23.56273052,120.47866,-1.900155763239876,1.0,0.29256,4.697663551401869,41.11214953271028,35.45,1
23.56270124,120.47866,-2.0716300940438868,1.0,0.238884,4.93425,66.41065830721004,35.47727272727273,1
23.56270274,120.47866,-2.9733333333333323,1.0,0.23753400000000002,4.090712074303405,73.92834890965732,35.52901234567901,1
23.56270424,120.47866,-3.5381329113924043,1.0,0.236184,4.14253164556962,59.163009404388724,35.45,1
23.56270574,120.47866,-3.091370716510904,1.0,0.23483400000000001,4.778607594936709,71.0,35.45,1
23.56270724,120.47866,-3.1287538940809974,1.0,0.23348400000000002,5.076791277258566,65.60815047021944,35.447805642633234,1
23.56270874,120.47866,-3.2209090909090907,1.0,0.232134,5.00684375,33.3177570093458,35.35376175548589,1
23.56273952,120.47866,-3.474828660436137,1.0,0.216144,4.99784375,62.0,35.35,1
23.56273652,120.47866,-3.496489028213166,1.0,0.21704400000000001,5.059153605015673,62.0,35.35,1
23.56273352,120.47866,-3.661111111111111,1.0,0.217944,5.104876543209877,31.9190031152648,35.35,1
23.56273052,120.47866,-4.3457594936708865,1.0,0.218844,4.9457278481012645,70.87147335423197,35.42088607594937,1
23.56271,120.47866876,-5.4316199376947045,1.0,0.221496,4.8920625,64.79750778816201,35.385202492211846,1
23.56271,120.47866726,-6.205799373040753,1.0,0.22209600000000002,4.9102821316614405,62.7962382445141,35.35,1
23.56271,120.47866576,-6.571121495327104,1.0,0.222696,4.836822429906542,64.0,35.35,1
23.56271,120.47866426,-7.060094043887148,1.0,0.223296,5.268307210031348,45.06896551724138,35.396081504702195,1
23.56271,120.47866276,-7.570833333333331,1.0,0.223896,5.327407407407407,41.72897196261682,35.4101246105919,1
23.56271,120.47866126000002,-7.68506329113924,1.0,0.224496,5.3896202531645585,63.20689655172415,35.38354231974922,1
23.56272952,120.47865,-7.8167289719626165,1.0,0.232904,5.1449375,71.2056074766355,35.422585669781924,1
23.56272652,120.47865,-7.765297805642634,1.0,0.23230399999999998,4.898620689655171,62.0,35.35,1
23.56272352,120.47865,-7.6704672897196255,1.0,0.231704,5.2943925233644835,53.364485981308405,35.35,1
23.56272052,120.47865,-7.009655172413794,1.0,0.231104,4.9766355140186915,36.70219435736677,35.35,1
23.5627,120.47865,-6.6993103448275875,1.0,0.234008,4.59446875,67.17757009345793,35.35,1
23.5627,120.47865,-5.540370370370369,1.0,0.232808,4.620185185185185,62.0,35.35,1
23.5627,120.47865,-5.2832594936708865,1.0,0.23160799999999998,4.763670886075949,61.862928348909655,35.35,1
23.5627,120.47865,-4.861214953271029,1.0,0.230408,4.80840625,51.582554517133964,35.35,1
23.5627,120.47865,-4.396708463949843,1.0,0.229208,5.8577499999999985,76.72727272727272,35.35,1
23.5627,120.47865,-4.227133956386293,1.0,0.228008,6.912242990654207,65.19626168224299,35.42102803738318,1
23.56268048,120.47863048,-3.930062695924765,1.0,0.271704,8.49984375,52.09717868338557,35.45,1
23.56268348,120.47863348000004,-2.7651401869158883,1.0,0.263604,8.582098765432098,49.0,35.45,1
23.56268648,120.47863648,-1.5902507836990594,1.0,0.255504,10.000632911392406,40.09090909090909,35.45,1
23.56268948,120.47863948,-2.511433021806853,1.0,0.24740399999999999,11.159065420560749,48.18380062305297,35.45,1
23.56271,120.47866,-5.152758620689656,1.0,0.199008,12.478181818181815,62.08777429467084,35.45,1
23.56271,120.47866,-5.885919003115264,1.0,0.19780799999999998,6.36540625,64.20560747663552,35.45,1
23.56271,120.47866,-3.4094670846394983,1.0,0.196608,4.08728125,62.0,35.47727272727273,1
