lati,long,Gyro,Gear,Rate,Pressure,Heartbeat,Temp
2.356380000000000052e+01,1.204779400000000038e+02,-4.887070063694268107e+00,1.000000000000000000e+00,1.206469999999999904e-01,1.653821656050955269e-01,6.300000000000000000e+01,3.485412698412698518e+01
2.356380000000000052e+01,1.204779400000000038e+02,-3.672698412698412795e+00,1.000000000000000000e+00,1.219969999999999943e-01,9.417834394904460726e-01,6.300000000000000000e+01,3.494169329073482544e+01
2.356380000000000052e+01,1.204779400000000038e+02,-3.798089171974522227e+00,1.000000000000000000e+00,1.233469999999999983e-01,2.670666666666666522e+00,2.978343949044585770e+01,3.495000000000000284e+01
2.356380000000000052e+01,1.204779400000000038e+02,-4.202531645569620444e+00,1.000000000000000000e+00,1.246970000000000023e-01,4.640190476190475977e+00,7.922784810126582045e+01,3.495000000000000284e+01
2.356380000000000052e+01,1.204779400000000038e+02,-4.007006369426751036e+00,1.000000000000000000e+00,1.260469999999999924e-01,4.401910828025477507e+00,6.622292993630573221e+01,3.495000000000000284e+01
2.356380000000000052e+01,1.204779400000000038e+02,-4.113248407643312454e+00,1.000000000000000000e+00,1.273970000000000102e-01,5.257238095238094822e+00,6.300000000000000000e+01,3.495000000000000284e+01
2.356380000000000052e+01,1.204779400000000038e+02,-4.146075949367088676e+00,1.000000000000000000e+00,1.058220000000000272e-01,5.931428571428571495e+00,5.312658227848100978e+01,3.495000000000000284e+01
2.356380000000000052e+01,1.204779400000000038e+02,-4.755668789808916941e+00,1.000000000000000000e+00,1.109220000000000206e-01,6.552571428571428491e+00,7.496815286624203623e+01,3.495000000000000284e+01
2.356380000000000052e+01,1.204779400000000038e+02,-4.991847133757961963e+00,1.000000000000000000e+00,1.160220000000000279e-01,6.523439490445859690e+00,8.500000000000000000e+01,3.495000000000000284e+01
2.356380000000000052e+01,1.204779400000000038e+02,-4.644444444444444819e+00,1.000000000000000000e+00,1.433629999999999904e-01,7.971847133757962389e+00,5.146496815286624127e+01,3.495000000000000284e+01
2.356380000000000052e+01,1.204779400000000038e+02,-4.442675159235668580e+00,1.000000000000000000e+00,1.450130000000000030e-01,6.330700636942674819e+00,4.944585987261146443e+01,3.499984126984126931e+01
2.356380000000000052e+01,1.204779400000000038e+02,-4.271202531645569955e+00,1.000000000000000000e+00,1.466629999999999878e-01,5.200981012658227876e+00,5.612974683544303645e+01,3.504999999999999716e+01
2.356380000000000052e+01,1.204779400000000038e+02,-4.002271293375394556e+00,1.000000000000000000e+00,1.483130000000000004e-01,3.902776025236593060e+00,6.683121019108280336e+01,3.504999999999999716e+01
2.356380000000000052e+01,1.204779400000000038e+02,-3.831082802547770783e+00,1.000000000000000000e+00,1.499629999999999852e-01,4.981401273885350811e+00,8.500000000000000000e+01,3.504999999999999716e+01
2.356380000000000052e+01,1.204779400000000038e+02,-3.753734177215190204e+00,1.000000000000000000e+00,1.516129999999999978e-01,6.452253968253968353e+00,6.449367088607594667e+01,3.504999999999999716e+01
2.356380000000000052e+01,1.204779400000000038e+02,-3.856305732484076376e+00,1.000000000000000000e+00,1.532630000000000103e-01,6.504394904458598248e+00,4.159872611464967918e+01,3.502468354430379804e+01
2.356380000000000052e+01,1.204779216599999927e+02,-3.896560509554140239e+00,1.000000000000000000e+00,1.631660000000000055e-01,5.616751592356687972e+00,6.300000000000000000e+01,3.497044728434504890e+01
2.356380000000000052e+01,1.204779246599999993e+02,-3.983619047619047393e+00,1.000000000000000000e+00,1.634660000000000002e-01,5.868025477707005777e+00,5.535668789808917012e+01,3.504999999999999716e+01
2.356380000000000052e+01,1.204779276600000060e+02,-4.011451104100946630e+00,1.000000000000000000e+00,1.637659999999999949e-01,5.584622641509433549e+00,3.721656050955414230e+01,3.504999999999999716e+01
2.356380000000000052e+01,1.204779500000000070e+02,-4.027891373801916863e+00,1.000000000000000000e+00,1.466600000000000126e-01,5.405377358490566664e+00,6.300000000000000000e+01,3.504999999999999716e+01
2.356380000000000052e+01,1.204779500000000070e+02,-3.922460063897763582e+00,1.000000000000000000e+00,1.496600000000000152e-01,5.446634615384615685e+00,5.984076433121018823e+01,3.504999999999999716e+01
2.356380000000000052e+01,1.204779500000000070e+02,-3.388121019108280230e+00,1.000000000000000000e+00,1.526600000000000179e-01,6.303714285714286270e+00,3.202866242038216882e+01,3.504999999999999716e+01
2.356380000000000052e+01,1.204779500000000070e+02,-1.928343949044585948e+00,1.000000000000000000e+00,1.556600000000000206e-01,7.642261146496815094e+00,5.026582278481012622e+01,3.504999999999999716e+01
2.356380000000000052e+01,1.204779500000000070e+02,1.284810126582280887e-01,1.000000000000000000e+00,1.586600000000000232e-01,8.560095238095238201e+00,7.684810126582277690e+01,3.504999999999999716e+01
2.356380000000000052e+01,1.204779500000000070e+02,-4.774522292993631511e-01,1.000000000000000000e+00,1.616599999999999981e-01,9.047292993630573932e+00,5.606369426751592755e+01,3.513349206349206355e+01
2.356380000000000052e+01,1.204779500000000070e+02,-1.092106918238993529e+00,1.000000000000000000e+00,1.646600000000000008e-01,8.804491017964071631e+00,7.740000000000000568e+01,3.507201257861635213e+01
2.356380000000000052e+01,1.204779500000000070e+02,-3.062057877813504803e+00,1.000000000000000000e+00,2.171779999999999822e-01,6.203054662379421380e+00,6.621019108280255239e+01,3.504999999999999716e+01
2.356380000000000052e+01,1.204779500000000070e+02,-4.811273885350318302e+00,1.000000000000000000e+00,2.120779999999999887e-01,4.618000000000000327e+00,6.300000000000000000e+01,3.511964856230031984e+01
2.356380000000000052e+01,1.204779500000000070e+02,-5.735316455696202631e+00,1.000000000000000000e+00,2.069779999999999953e-01,4.283904761904762104e+00,3.970886075949367466e+01,3.508492063492063551e+01
