2021-5-12 11:34:27,7.609
2021-5-12 11:34:27,23.56073,120.47617
2021-5-12 11:34:28,7.560
2021-5-12 11:34:28,23.56072,120.47615
2021-5-12 11:34:30,7.502
2021-5-12 11:34:30,23.56071,120.47613
2021-5-12 11:34:31,7.437
2021-5-12 11:34:31,23.56071,120.47612
2021-5-12 11:34:33,7.373
2021-5-12 11:34:33,23.56070,120.47610
2021-5-12 11:34:34,7.301
2021-5-12 11:34:34,23.56070,120.47609
2021-5-12 11:34:36,7.239
2021-5-12 11:34:36,23.56069,120.47608
2021-5-12 11:34:37,7.204
2021-5-12 11:34:37,23.56068,120.47606
2021-5-12 11:34:39,7.159
2021-5-12 11:34:39,23.56068,120.47604
2021-5-12 11:34:40,7.113
2021-5-12 11:34:40,23.56067,120.47602
2021-5-12 11:34:42,7.073
2021-5-12 11:34:42,23.56067,120.47600
2021-5-12 11:34:43,7.038
2021-5-12 11:34:43,23.56066,120.47598
2021-5-12 11:34:45,7.005
2021-5-12 11:34:45,23.56065,120.47596
2021-5-12 11:34:46,6.963
2021-5-12 11:34:46,23.56065,120.47594
2021-5-12 11:34:48,6.924
2021-5-12 11:34:48,23.56064,120.47592
2021-5-12 11:34:49,6.885
2021-5-12 11:34:49,23.56064,120.47591
2021-5-12 11:34:51,6.847
2021-5-12 11:34:51,23.56063,120.47589
2021-5-12 11:34:52,6.807
2021-5-12 11:34:52,23.56063,120.47587
2021-5-12 11:34:54,6.770
2021-5-12 11:34:54,23.56062,120.47586
2021-5-12 11:34:55,6.726
2021-5-12 11:34:55,23.56062,120.47584
2021-5-12 11:34:57,6.687
2021-5-12 11:34:57,23.56061,120.47583
2021-5-12 11:34:58,6.646
2021-5-12 11:34:58,23.56060,120.47582
2021-5-12 11:35:0,6.603
2021-5-12 11:35:0,23.56060,120.47580
2021-5-12 11:35:1,6.558
2021-5-12 11:35:1,23.56059,120.47579
2021-5-12 11:35:3,6.507
2021-5-12 11:35:3,23.56059,120.47578
2021-5-12 11:35:4,6.463
2021-5-12 11:35:4,23.56058,120.47577
2021-5-12 11:35:6,6.412
2021-5-12 11:35:6,23.56058,120.47576
2021-5-12 11:35:7,6.371
2021-5-12 11:35:7,23.56057,120.47574
2021-5-12 11:35:9,6.323
2021-5-12 11:35:9,23.56057,120.47573
2021-5-12 11:35:10,6.287
2021-5-12 11:35:10,23.56057,120.47572
2021-5-12 11:35:12,6.247
2021-5-12 11:35:12,23.56056,120.47571
2021-5-12 11:35:13,6.233
2021-5-12 11:35:13,23.56116,120.47669
2021-5-12 11:35:15,6.187
2021-5-12 11:35:15,23.56117,120.47670
2021-5-12 11:35:16,6.154
2021-5-12 11:35:16,23.56116,120.47669
2021-5-12 11:35:18,6.084
2021-5-12 11:35:18,23.56115,120.47668
2021-5-12 11:35:19,5.958
2021-5-12 11:35:19,23.56115,120.47667
2021-5-12 11:35:21,5.829
2021-5-12 11:35:21,23.56114,120.47667
2021-5-12 11:35:22,5.712
2021-5-12 11:35:22,23.56114,120.47666
2021-5-12 11:35:24,5.608
2021-5-12 11:35:24,23.56113,120.47665
2021-5-12 11:35:25,5.511
2021-5-12 11:35:25,23.56113,120.47664
2021-5-12 11:35:27,5.438
2021-5-12 11:35:27,23.56112,120.47663
2021-5-12 11:35:28,5.386
