lati,long,Gyro,Gear,Rate,Pressure,Heartbeat,Temp
2.356285000000000096e+01,1.204788672650000052e+02,-3.023249999999999993e+00,1.000000000000000000e+00,1.299436000000000035e+00,1.989655172413792861e-01,2.457943925233644933e+01,3.575564263322883818e+01
2.356285000000000096e+01,1.204788657649999948e+02,-2.604984520123838632e+00,1.000000000000000000e+00,1.295835999999999988e+00,1.682769230769230739e-01,6.757009345794392630e+01,3.583703703703703525e+01
2.356285000000000096e+01,1.204788642649999986e+02,-2.344312500000000021e+00,1.000000000000000000e+00,1.292235999999999940e+00,8.566457680250784135e-01,6.431055900621117871e+01,3.576912225705329007e+01
2.356285000000000096e+01,1.204788627650000024e+02,-1.798119122257053393e+00,1.000000000000000000e+00,1.288636000000000115e+00,2.763291536050156871e+00,5.798437500000000000e+01,3.575000000000000000e+01
2.356285000000000096e+01,1.204788612649999919e+02,-1.958750000000000213e+00,1.000000000000000000e+00,1.285036000000000067e+00,4.100000000000000533e+00,6.419435736677115756e+01,3.575000000000000000e+01
2.356285000000000096e+01,1.204788304699999912e+02,-2.602194357366771182e+00,1.000000000000000000e+00,1.277530000000000054e+00,5.257312500000000277e+00,6.304999999999999716e+01,3.581250000000000000e+01
2.356285000000000096e+01,1.204788334699999837e+02,-3.026968749999999986e+00,1.000000000000000000e+00,1.274529999999999941e+00,5.684531250000000036e+00,5.455172413793103203e+01,3.579357366771159832e+01
2.356285000000000096e+01,1.204788364699999903e+02,-2.956801242236025029e+00,1.000000000000000000e+00,1.271530000000000049e+00,6.205356037151703141e+00,7.070000000000000284e+01,3.575000000000000000e+01
2.356285000000000096e+01,1.204788394699999969e+02,-2.947968750000000249e+00,1.000000000000000000e+00,1.268529999999999935e+00,5.621880877742946758e+00,8.300000000000000000e+01,3.575000000000000000e+01
2.356285000000000096e+01,1.204788599999999974e+02,-3.242507836990595749e+00,1.000000000000000000e+00,1.254135499999999848e+00,4.961562500000000320e+00,5.635937500000000000e+01,3.575000000000000000e+01
2.356285000000000096e+01,1.204788599999999974e+02,-3.047750000000000181e+00,1.000000000000000000e+00,1.253085499999999852e+00,5.083228840125391557e+00,5.000626959247648529e+01,3.571896551724137936e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.805266457680250625e+00,1.000000000000000000e+00,1.252035499999999857e+00,5.988056426332287963e+00,8.000000000000000000e+01,3.567499999999999716e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.883125000000000160e+00,1.000000000000000000e+00,1.250985499999999861e+00,6.358307210031347800e+00,6.525391849529781041e+01,3.576880877742947007e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.689999999999999947e+00,1.000000000000000000e+00,1.249935499999999866e+00,6.569285714285714839e+00,3.100000000000000000e+01,3.583730650154799235e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.429085173501577266e+00,1.000000000000000000e+00,1.248885500000000093e+00,7.640714285714286014e+00,3.100000000000000000e+01,3.575000000000000000e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.154637223974763316e+00,1.000000000000000000e+00,1.250765000000000349e+00,8.145474683544303929e+00,3.407788161993769194e+01,3.575000000000000000e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.255374999999999908e+00,1.000000000000000000e+00,1.249265000000000292e+00,7.970124610591899916e+00,5.700000000000000000e+01,3.575000000000000000e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.220499999999999918e+00,1.000000000000000000e+00,1.247765000000000235e+00,7.937899686520376363e+00,5.700000000000000000e+01,3.583808777429467085e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.339624999999999844e+00,1.000000000000000000e+00,1.246265000000000178e+00,7.522429906542056344e+00,3.007788161993769549e+01,3.585000000000000142e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.302999999999999936e+00,1.000000000000000000e+00,1.245641499999999846e+00,7.563824451410658511e+00,7.575862068965517437e+01,3.577445141065830825e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.306000000000000050e+00,1.000000000000000000e+00,1.243991499999999917e+00,7.680175953079179330e+00,6.612149532710280653e+01,3.575000000000000000e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.366214511041009327e+00,1.000000000000000000e+00,1.242341499999999987e+00,7.187160883280757417e+00,5.074777448071216668e+01,3.580763239875389559e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.418374999999999719e+00,1.000000000000000000e+00,1.240691499999999836e+00,6.862000000000000099e+00,7.170532915360502102e+01,3.585000000000000142e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.511437499999999989e+00,1.000000000000000000e+00,1.239041499999999907e+00,7.178442367601245877e+00,7.290342679127725489e+01,3.585000000000000142e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.579874999999999918e+00,1.000000000000000000e+00,1.237391499999999978e+00,6.963250000000000384e+00,6.200000000000000000e+01,3.585000000000000142e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.502718750000000103e+00,1.000000000000000000e+00,1.252342000000000066e+00,6.191793313069908322e+00,4.838317757009345854e+01,3.585000000000000142e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.505851393188854193e+00,1.000000000000000000e+00,1.248142000000000085e+00,5.816783439490445851e+00,3.889968652037617858e+01,3.585000000000000142e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.473291139240506364e+00,1.000000000000000000e+00,1.243942000000000103e+00,6.277318611987381836e+00,5.955140186915888023e+01,3.582968749999999858e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.417398119122257327e+00,1.000000000000000000e+00,1.239742000000000122e+00,6.712000000000000632e+00,7.248902821316615075e+01,3.576410658307209900e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.906915887850467506e+00,1.000000000000000000e+00,1.223270999999999997e+00,6.112000000000000099e+00,6.200000000000000000e+01,3.585000000000000142e+01
2.356285000000000096e+01,1.204788599999999974e+02,-2.804112149532710152e+00,1.000000000000000000e+00,1.221171000000000006e+00,6.577687499999999687e+00,6.200000000000000000e+01,3.585000000000000142e+01
2.356285000000000096e+01,1.204788599999999974e+02,-5.237617554858934099e+00,1.000000000000000000e+00,1.219071000000000016e+00,1.061456249999999812e+01,6.200000000000000000e+01,3.585000000000000142e+01
2.356285000000000096e+01,1.204788599999999974e+02,-5.776542056074766229e+00,1.000000000000000000e+00,1.216971000000000025e+00,1.172096573208722781e+01,6.200000000000000000e+01,3.585000000000000142e+01
2.356285000000000096e+01,1.204788599999999974e+02,-5.638641975308641641e+00,1.000000000000000000e+00,1.214871000000000034e+00,1.069860681114551149e+01,6.200000000000000000e+01,3.585000000000000142e+01
