lati,long,Gyro,Gear,Rate,Pressure,Heartbeat,Temp,map_inf
23.5628,120.47883,-1.683216560509554,1.0,1.78977,0.3988888888888889,60.5796178343949,34.364444444444445,1
23.5628,120.47883,-2.251454005934717,1.0,1.78827,0.4848809523809524,50.07006369426751,34.36,1
23.5628,120.47883,-2.717406143344709,1.0,1.78677,0.23904761904761898,50.0,34.36,1
23.5628,120.47883,-2.7297770700636943,1.0,1.7852700000000001,0.17,38.32484076433121,34.441587301587305,1
23.5628,120.47883,-2.788425925925926,1.0,1.78377,1.2214678899082567,48.0253164556962,34.46,1
23.5628,120.47883,-3.374705882352941,1.0,1.78227,1.9852614379084967,60.433121019108285,34.46,1
23.5628,120.47883,-3.518375796178344,1.0,1.8218039999999995,2.855859872611465,63.0,34.392268370607034,1
23.5628,120.47883,-3.4381645569620254,1.0,1.8140039999999995,3.3953333333333338,78.59493670886073,34.36,1
23.5628,120.47883,-2.525987261146496,1.0,1.8062040000000001,5.408317460317462,85.0,34.418280254777066,1
23.5628,120.47883,-1.9743492063492063,1.0,1.7984040000000001,6.152201257861633,51.636942675159226,34.4063492063492,1
23.5628,120.47883,-2.3058227848101267,1.0,1.7800799999999999,5.50016077170418,41.82278481012658,34.40888888888889,1
23.5628,120.47883,-2.528216560509553,1.0,1.7740799999999999,7.00869841269841,55.7452229299363,34.41587301587302,1
23.5628,120.47883,-2.7158785942492014,1.0,1.7680799999999999,7.419490445859872,74.33333333333331,34.399490445859875,1
23.5628,120.47883,-2.9921835443037974,1.0,1.7620799999999999,7.268757961783439,77.82165605095541,34.46,1
23.5628,120.47883,-3.2493929712460057,1.0,1.7560799999999999,6.692547770700637,63.0,34.42942675159236,1
23.5628,120.47883,-3.2641640378548886,1.0,1.7500799999999999,6.268274760383386,52.164556962025316,34.38594936708861,1
23.5628,120.47881046,-3.414920127795527,1.0,1.7323560000000002,6.052738853503183,36.5063694267516,34.46,1
23.5628,120.47881346,-3.3849044585987267,1.0,1.728156,5.8138095238095255,53.18789808917197,34.46,1
23.5628,120.47881646,-3.3648101265822787,1.0,1.723956,6.067111111111113,67.38607594936707,34.44797468354431,1
