pickup_datetime,lati,long,Gyro,Gear,Rate,Pressure,Heartbeat,Temp,gearTime,HeartTime,GyroTime,RateTime,PressureTime,TempTime
2021-3-29 16:6:12,23.562,120.4763,-1.612,3,13.365,12.072,130.0,28.15,57973,57973,57971,57971,57971,57973
2021-3-29 16:6:16,23.561975,120.4763,-0.39749999999999996,3,13.93,18.41,130.0,28.33,57977,57977,57976,57975,57976,57977
2021-3-29 16:6:20,23.5619,120.47625,-4.766666666666667,3,13.936666666666667,5.256666666666667,102.0,28.33,57982,57982,57980,57980,57980,57982
2021-3-29 16:6:24,23.561875,120.4762,-4.2,3,14.035,4.890000000000001,81.0,28.33,57985,57985,57983,57983,57983,57985
2021-3-29 16:6:28,23.56172,120.47612000000001,-2.894,3,14.164,5.852,128.0,28.06,57989,57989,57987,57987,57987,57989
2021-3-29 16:6:35,23.5613,120.4758,-3.74,3,14.1,7.57,131.0,28.06,57995,57995,57995,57995,57995,57995
2021-3-29 16:6:40,23.5613,120.4757,-1.8142857142857143,1,14.125714285714285,7.168571428571428,102.0,28.06,58001,58001,58000,57999,58000,58001
2021-3-29 16:6:46,23.56125,120.4757,-1.4200000000000002,1,15.633999999999999,10.112,128.0,28.15,58009,58009,58007,58006,58007,58009
2021-3-29 16:6:52,23.5612,120.4757,-1.3966666666666667,1,17.674999999999997,6.523333333333333,127.0,28.33,58014,58014,58012,58011,58012,58014
2021-3-29 16:6:56,23.561175,120.475675,-0.55,1,17.895,6.08,122.0,28.33,58017,58017,58015,58015,58015,58017
2021-3-29 16:7:0,23.5611,120.4756,-0.175,1,16.75,5.22,128.0,28.24,58021,58021,58019,58019,58019,58021
2021-3-29 16:7:4,23.56092,120.47548,-1.12,1,15.945,5.9,103.0,28.42,58025,58025,58023,58023,58023,58025
2021-3-29 16:7:9,23.5602,120.475,-2.315,1,16.685000000000002,6.545,127.0,28.33,58029,58029,58027,58027,58027,58029
2021-3-29 16:7:11,23.56015,120.4749,-3.625,1,16.575000000000003,5.015,131.0,28.52,58033,58033,58031,58031,58031,58033
2021-3-29 16:7:15,23.5601,120.4749,-3.036666666666666,1,17.683333333333334,4.416666666666666,96.0,28.7,58037,58037,58035,58035,58035,58037
2021-3-29 16:7:19,23.5601,120.47486666666667,-3.67,1,19.075000000000003,4.605,121.0,28.52,58040,58040,58038,58038,58038,58040
2021-3-29 16:7:25,23.56,120.4748,-2.44,1,21.52,4.05,131.0,28.79,58044,58044,58044,58044,58044,58044
2021-3-29 16:7:28,23.56,120.47476,-2.502,1,20.626,4.378,129.0,28.88,58050,58050,58048,58048,58048,58050
2021-3-29 16:7:33,23.559925,120.4747,-0.6900000000000004,1,17.14,4.47,128.0,28.52,58056,58056,58053,58053,58053,58056
2021-3-29 16:7:37,23.5599,120.4747,-3.1750000000000003,1,15.855,4.859999999999999,128.0,28.61,58058,58058,58056,58056,58056,58058
2021-3-29 16:7:41,23.560074999999998,120.47444999999999,-1.7650000000000001,1,15.95,5.34,128.0,28.97,58062,58062,58060,58060,58060,58062
2021-3-29 16:7:45,23.5606,120.4737,0.9749999999999999,1,16.909999999999997,6.045,76.0,29.07,58066,58066,58064,58064,58064,58066
2021-3-29 16:7:49,23.5606,120.473675,0.27199999999999996,3,15.329999999999998,6.632,128.0,29.16,58070,58070,58068,58068,58068,58070
2021-3-29 16:7:53,23.56064,120.4736,-0.135,3,10.1,6.43,122.0,29.25,58075,58075,58073,58073,58073,58075
2021-3-29 16:7:58,23.5607,120.4736,-0.67,4,8.814,7.616666666666666,76.0,29.16,58079,58079,58077,58077,58077,58079
2021-3-29 16:8:3,23.5607,120.4736,0.9433333333333334,4,12.425,9.433333333333334,65.0,28.97,58084,58084,58083,58082,58083,58084
2021-3-29 16:8:6,23.560733333333335,120.4736,1.998,4,12.882,8.584,127.0,28.88,58088,58088,58086,58086,58086,58088
2021-3-29 16:8:12,23.5608,120.4736,1.0575,4,13.3575,8.8375,78.0,29.07,58094,58094,58091,58091,58091,58094
2021-3-29 16:8:16,23.56096,120.47378,0.435,4,13.59,8.4,128.0,29.07,58097,58097,58095,58095,58095,58097
2021-3-29 16:8:21,23.5616,120.4745,0.824,4,13.665,8.122,128.0,28.97,58101,58101,58099,58099,58099,58101
2021-3-29 16:8:24,23.561619999999998,120.47452,1.284,4,13.582,7.536,96.0,28.97,58105,58105,58104,58103,58104,58105
2021-3-29 16:8:29,23.5617,120.4746,-0.87,3,13.742,6.7575,128.0,29.07,58110,58110,58109,58108,58109,58110
2021-3-29 16:8:34,23.5617,120.4746,-0.10399999999999998,2,14.216,7.678,102.0,28.24,58115,58115,58113,58113,58113,58115
2021-3-29 16:8:39,23.561766666666667,120.47466666666666,0.994,2,14.33,8.044,96.0,28.15,58121,58121,58118,58118,58118,58121
2021-3-29 16:8:42,23.5618,120.4747,1.29,2,13.79,8.32,78.0,28.33,58123,58123,58123,58122,58123,58123
2021-3-29 16:8:45,23.561775,120.4747,-4.83,2,13.32,8.8,78.0,28.52,58124,58124,58124,58124,58124,58124
2021-3-29 16:8:49,23.5619,120.4747,-0.5219999999999998,2,14.05,8.434,102.0,28.61,58130,58130,58128,58128,58128,58130
2021-3-29 16:8:53,23.56205,120.474825,-0.5700000000000001,2,14.193333333333333,7.359999999999999,128.0,28.61,58134,58134,58133,58132,58133,58134
2021-3-29 16:8:57,23.5625,120.4752,-2.94,2,14.24,6.13,128.0,28.61,58135,58135,58135,58135,58135,58135
2021-3-29 16:9:0,23.562525,120.475225,-4.89,2,13.815000000000001,5.235,127.0,28.7,58141,58141,58139,58139,58139,58141
2021-3-29 16:9:4,23.5626,120.4753,-1.4033333333333333,2,11.623333333333333,10.423333333333332,127.0,28.79,58145,58145,58143,58143,58143,58145
2021-3-29 16:9:6,23.5626,120.4753,2.49,2,10.82,13.1,127.0,28.97,58146,58146,58146,58146,58146,58146
2021-3-29 16:9:9,23.5627,120.4753,-2.21,2,13.35,4.89,127.0,28.88,58148,58148,58148,58148,58148,58148
2021-3-29 16:9:16,23.562690909090907,120.47529090909092,1.29,2,14.98,9.76,127.0,28.97,58155,58155,58155,58155,58155,58155
2021-3-29 16:9:27,23.562825,120.4754,0.16999999999999998,2,15.535,6.23,96.0,28.97,58168,58168,58166,58166,58166,58168
2021-3-29 16:9:31,23.56298333333333,120.47548333333333,-1.04,1,16.006666666666668,6.222857142857143,102.0,28.79,58172,58172,58170,58170,58170,58172
2021-3-29 16:9:37,23.5634,120.4759,-1.33,1,17.755000000000003,4.97,128.0,29.25,58179,58179,58177,58176,58177,58179
2021-3-29 16:9:41,23.563433333333336,120.4759,-4.0,1,18.133333333333333,5.083333333333333,99.0,29.16,58182,58182,58180,58180,58180,58182
2021-3-29 16:9:44,23.5635,120.47593333333333,-5.16,1,14.29,5.17,98.0,28.88,58185,58185,58183,58183,58183,58185
2021-3-29 16:9:47,23.5635,120.476,-4.57,1,10.36,5.01,98.0,28.61,58187,58187,58187,58187,58187,58187
2021-3-29 16:9:51,23.5636,120.47605,-1.783333333333334,1,14.06,9.713333333333333,129.0,28.61,58193,58193,58191,58191,58191,58193
2021-3-29 16:9:55,23.5636,120.4761,-0.595,1,16.185,7.795,129.0,28.42,58196,58196,58194,58194,58194,58196
2021-3-29 16:9:59,23.56374,120.4762,1.1480000000000001,1,18.015,14.544,129.0,28.24,58200,58200,58198,58198,58198,58200
2021-3-29 16:10:4,23.5643,120.4766,4.4750000000000005,1,18.026,22.005000000000003,98.0,28.15,58204,58204,58203,58202,58203,58204
2021-3-29 16:10:8,23.5644,120.4767,0.11749999999999994,1,12.032857142857141,7.29,127.0,28.06,58210,58210,58207,58207,58207,58210
2021-3-29 16:10:15,23.5644,120.4767,3.0244444444444447,6,6.6530000000000005,11.226666666666667,98.0,28.06,58217,58217,58215,58214,58215,58217
2021-3-29 16:10:25,23.564425,120.47672499999999,2.0100000000000002,6,10.995000000000001,9.745000000000001,129.0,28.15,58226,58226,58224,58224,58224,58226
2021-3-29 16:10:29,23.5645,120.4768,1.2833333333333332,6,11.03,9.950000000000001,128.0,28.06,58230,58230,58228,58228,58228,58230
2021-3-29 16:10:32,23.564474999999998,120.4768,2.03,6,10.84,10.07,131.0,28.06,58231,58231,58231,58231,58231,58231
2021-3-29 16:10:36,23.5646,120.47682499999999,1.4766666666666668,6,11.068,14.309999999999999,128.0,28.06,58237,58237,58235,58235,58235,58237
2021-3-29 16:10:40,23.564366666666665,120.47716666666666,2.38,6,11.175,18.473333333333333,102.0,28.06,58242,58242,58241,58240,58241,58242
2021-3-29 16:10:46,23.5639,120.4777,2.505,6,11.355,9.375,122.0,28.06,58246,58246,58244,58244,58244,58246
2021-3-29 16:10:49,23.5639,120.4778,0.3849999999999998,6,11.17,9.575,128.0,28.24,58250,58250,58248,58248,58248,58250
2021-3-29 16:10:53,23.5639,120.4778,-1.116,6,11.08,9.892,102.0,28.15,58254,58254,58252,58252,58252,58254
2021-3-29 16:10:57,23.5639,120.4778,-0.7300000000000001,5,11.453333333333333,8.306666666666667,128.0,28.15,58259,58259,58257,58257,58257,58259
2021-3-29 16:11:4,23.563860000000002,120.4778,-0.8899999999999999,4,12.465,8.84,96.0,28.15,58266,58266,58263,58263,58263,58266
2021-3-29 16:11:9,23.5638,120.4778,-0.16333333333333333,4,13.643333333333333,8.166666666666666,128.0,28.15,58271,58271,58269,58269,58269,58271
2021-3-29 16:11:13,23.5638,120.4778,-0.78,4,14.25,7.0649999999999995,102.0,28.15,58274,58274,58272,58272,58272,58274
2021-3-29 16:11:17,23.563675,120.477825,-0.98,4,14.32,6.869999999999999,127.0,27.97,58278,58278,58276,58276,58276,58278
2021-3-29 16:11:21,23.56325,120.47775,-0.665,4,14.305,6.515,128.0,28.06,58282,58282,58280,58280,58280,58282
2021-3-29 16:11:25,23.563066666666664,120.47726666666667,-1.4566666666666666,4,14.21,6.553333333333333,128.0,28.06,58286,58286,58284,58284,58284,58286
2021-3-29 16:11:28,23.563,120.4772,-1.93,4,14.13,6.76,128.0,28.15,58287,58287,58287,58287,58287,58287
2021-3-29 16:11:32,23.563,120.47717499999999,-0.895,4,13.495000000000001,6.6,128.0,28.06,58293,58293,58291,58291,58291,58293
2021-3-29 16:11:36,23.562974999999998,120.4771,0.04499999999999993,4,12.98,7.295,130.0,28.15,58297,58297,58295,58295,58295,58297
2021-3-29 16:11:40,23.5629,120.47706666666666,-0.09500000000000008,4,13.735,7.85,65.0,27.97,58301,58301,58299,58299,58299,58301
2021-3-29 16:11:43,23.5629,120.477,-1.2266666666666668,4,13.973333333333333,6.993333333333333,127.0,27.97,58305,58305,58303,58303,58303,58305
2021-3-29 16:11:47,23.56288,120.477,-2.376666666666667,4,13.643333333333333,6.206666666666667,122.0,28.15,58308,58308,58306,58306,58306,58308
2021-3-29 16:11:52,23.5625,120.47676,-4.904999999999999,4,12.98,8.857499999999998,128.0,28.42,58315,58315,58312,58312,58312,58315
2021-3-29 16:11:57,23.5623,120.4766,-5.05,4,12.84,9.79,131.0,28.24,58316,58316,58316,58315,58316,58316
2021-3-29 16:12:2,23.5622,120.4765,-2.51,4,12.87,6.72,128.0,28.24,58321,58321,58321,58321,58321,58321
2021-3-29 16:12:9,23.5621,120.4765,-1.31,4,13.94,6.57,127.0,28.24,58328,58328,58328,58328,58328,58328
2021-3-29 16:12:13,23.5621,120.476475,-1.82,4,13.83,6.48,102.0,28.06,58334,58334,58332,58332,58332,58334
2021-3-29 16:12:17,23.562075,120.4764,0.0050000000000003375,4,13.57,5.755,127.0,28.06,58338,58338,58336,58336,58336,58338
2021-3-29 16:12:21,23.56199,120.47639,1.6772727272727275,4,12.898181818181818,5.4772727272727275,127.0,28.15,58342,58342,58340,58340,58340,58342
2021-3-29 16:12:31,23.56166,120.4761,-2.9033333333333333,4,12.913333333333332,7.03,127.0,28.06,58353,58353,58351,58351,58351,58353
2021-3-29 16:12:36,23.5613,120.4758,-1.5666666666666669,3,13.123333333333333,8.51,108.0,27.88,58356,58356,58354,58354,58354,58356
2021-3-29 16:12:41,23.561275,120.475775,-0.77,3,12.815000000000001,9.040000000000001,128.0,27.97,58362,58362,58360,58360,58360,58362
2021-3-29 16:12:45,23.5612,120.4757,-0.345,3,14.2,7.300000000000001,128.0,28.15,58366,58366,58364,58364,58364,58366
2021-3-29 16:12:48,23.561166666666665,120.4757,0.5466666666666666,3,14.84,6.430000000000001,103.0,28.06,58370,58370,58368,58368,58368,58370
2021-3-29 16:12:54,23.5611,120.4757,-1.005,3,15.8,6.03,76.0,28.15,58376,58376,58374,58373,58374,58376
2021-3-29 16:12:59,23.5611,120.47565,-1.1374999999999997,3,15.7525,6.985,127.0,28.15,58381,58381,58378,58378,58378,58381
2021-3-29 16:13:3,23.561075,120.4756,-1.115,3,16.385,7.075,128.0,28.06,58384,58384,58382,58382,58382,58384
2021-3-29 16:13:7,23.561,120.4756,-1.21,2,16.59714285714286,6.917142857142857,102.0,28.06,58388,58388,58386,58386,58386,58388
2021-3-29 16:13:13,23.56046,120.47524,-0.6,2,16.0,6.07,128.0,28.15,58396,58396,58393,58393,58393,58396
2021-3-29 16:13:18,23.5601,120.475,-1.19,2,15.915,5.24,128.0,28.15,58398,58398,58396,58396,58396,58398
2021-3-29 16:13:21,23.560090909090906,120.4749,-1.710909090909091,2,16.591818181818184,5.091818181818182,76.0,28.24,58402,58402,58400,58400,58400,58402
2021-3-29 16:13:32,23.56,120.474875,-1.48,1,21.255,6.4,127.0,28.15,58413,58413,58411,58411,58411,58413
2021-3-29 16:13:36,23.56,120.4748,-2.716666666666667,1,22.766,4.623333333333333,128.0,28.33,58417,58417,58415,58415,58415,58417
2021-3-29 16:13:41,23.559933333333333,120.4748,-11.55,1,19.71,4.36,130.0,27.97,58423,58423,58421,58420,58421,58423
2021-3-29 16:13:44,23.5599,120.474775,-7.75,1,16.65,5.125,122.0,28.06,58425,58425,58423,58423,58423,58425
2021-3-29 16:13:48,23.5601,120.47436666666667,-5.843333333333334,1,15.823333333333334,5.616666666666667,127.0,27.97,58429,58429,58427,58427,58427,58429
2021-3-29 16:13:51,23.5605,120.4737,-3.858,1,17.155,6.668,98.0,28.06,58432,58432,58430,58430,58430,58432
2021-3-29 16:13:55,23.56052,120.4737,-0.17499999999999993,3,16.074,8.497499999999999,128.0,28.24,58436,58436,58435,58434,58435,58436
2021-3-29 16:14:0,23.5606,120.4737,-1.0866666666666667,3,14.142000000000001,8.896666666666667,127.0,28.42,58441,58441,58439,58439,58439,58441
2021-3-29 16:14:5,23.5606,120.4737,0.9774999999999999,3,13.95,9.125,78.0,28.52,58446,58446,58445,58444,58445,58446
2021-3-29 16:14:9,23.560625,120.4737,-1.903333333333333,4,13.855,8.403333333333332,96.0,28.52,58450,58450,58449,58448,58449,58450
2021-3-29 16:14:13,23.5607,120.4737,-1.2999999999999998,4,14.05,8.045,121.0,28.33,58454,58454,58452,58452,58452,58454
2021-3-29 16:14:17,23.5607,120.4737,1.9049999999999998,4,14.115,8.45,103.0,28.52,58458,58458,58456,58456,58456,58458
2021-3-29 16:14:20,23.560933333333335,120.47393333333333,0.972,4,14.164,8.752,81.0,28.61,58462,58462,58460,58460,58460,58462
2021-3-29 16:14:26,23.5614,120.4744,0.576,4,14.512,7.468,128.0,28.7,58468,58468,58465,58465,58465,58468
2021-3-29 16:14:31,23.56145,120.4744,2.1350000000000002,4,13.7725,6.2,131.0,28.61,58473,58473,58470,58470,58470,58473
2021-3-29 16:14:35,23.5615,120.474425,0.3999999999999999,4,14.075,5.95,128.0,28.61,58476,58476,58474,58474,58474,58476
2021-3-29 16:14:39,23.561519999999998,120.4745,-1.1314285714285712,3,14.366666666666667,7.034285714285715,114.0,28.52,58480,58480,58478,58478,58478,58480
2021-3-29 16:14:44,23.561766666666667,120.47463333333334,0.08000000000000007,3,13.436,8.988,50.0,28.7,58486,58486,58485,58484,58485,58486
2021-3-29 16:14:50,23.5621,120.4749,-1.0150000000000001,3,12.7325,8.235,64.0,28.7,58492,58492,58490,58489,58490,58492
2021-3-29 16:14:54,23.5621,120.4749,-0.4033333333333332,3,13.120000000000001,8.493333333333334,63.0,28.7,58495,58495,58494,58493,58494,58495
2021-3-29 16:14:58,23.562150000000003,120.47495,-1.5299999999999998,3,13.51,7.4399999999999995,102.0,28.52,58499,58499,58497,58497,58497,58499
2021-3-29 16:15:0,23.5622,120.475,-1.16,3,13.47,7.63,130.0,28.61,58500,58500,58500,58500,58500,58500
2021-3-29 16:15:4,23.562225,120.475,-1.48,3,13.274999999999999,8.309999999999999,76.0,28.61,58505,58505,58503,58503,58503,58505
2021-3-29 16:15:8,23.5623,120.475,-4.904999999999999,3,14.059999999999999,7.51,123.0,28.88,58509,58509,58507,58507,58507,58509
2021-3-29 16:15:12,23.562425,120.4751,-4.355,3,14.61,5.725,97.0,28.88,58513,58513,58511,58511,58511,58513
2021-3-29 16:15:16,23.562825,120.475425,0.8519999999999998,3,13.828,7.1240000000000006,128.0,28.79,58517,58517,58515,58515,58515,58517
2021-3-29 16:15:20,23.5629,120.4755,3.51,3,12.76,10.49,128.0,28.61,58522,58522,58520,58520,58520,58522
2021-3-30 10:52:8,23.5645,120.4768,1.3825,6,4.82,11.120000000000001,78.0,28.79,39130,39130,39127,39127,39127,39130
2021-3-30 10:52:23,23.5645,120.4768,0.32,6,9.35,9.49,130.0,29.07,39142,39142,39142,39142,39142,39142
2021-3-30 10:52:27,23.5645,120.4768,0.66,6,9.602,9.61,130.0,29.07,39147,39147,39147,39146,39147,39147
2021-3-30 10:52:31,23.564366666666665,120.47703333333334,0.415,6,9.395,10.095,129.0,28.88,39153,39153,39151,39151,39151,39153
2021-3-30 10:52:37,23.5641,120.4775,1.5099999999999998,6,9.152,10.38,95.0,28.97,39157,39157,39155,39155,39155,39157
2021-3-30 10:52:41,23.56408,120.47752,2.61,6,9.254,11.718,81.0,29.16,39162,39162,39160,39160,39160,39162
2021-3-30 10:52:46,23.564,120.4776,-0.2549999999999999,6,10.0325,11.5425,129.0,29.34,39168,39168,39165,39165,39165,39168
2021-3-30 10:52:50,23.564,120.4776,-0.478,6,10.1,10.426,129.0,29.34,39171,39171,39169,39169,39169,39171
2021-3-30 10:52:55,23.564,120.4776,0.525,6,9.2,7.77,128.0,29.34,39176,39176,39174,39174,39174,39176
2021-3-30 10:52:59,23.564,120.47762499999999,0.74,4,8.775,6.965,103.0,29.43,39180,39180,39178,39178,39178,39180
2021-3-30 10:53:3,23.564025,120.4777,1.11,4,9.07,7.4,96.0,29.25,39182,39182,39182,39182,39182,39182
2021-3-30 10:53:7,23.5638,120.4777,-0.626,2,11.114,6.026,64.0,29.34,39189,39189,39187,39187,39187,39189
2021-3-30 10:53:13,23.5636,120.4777,-1.165,3,10.879999999999999,7.0649999999999995,127.0,29.25,39194,39194,39192,39192,39192,39194
2021-3-30 10:53:17,23.5636,120.4777,-1.29,3,11.61,6.655,95.0,29.16,39198,39198,39196,39196,39196,39198
2021-3-30 10:53:21,23.5636,120.4777,-0.9,3,12.095,6.115,126.0,29.07,39202,39202,39200,39200,39200,39202
2021-3-30 10:53:27,23.563633333333335,120.4777,-0.73,3,12.87,7.17,128.0,29.16,39206,39206,39206,39206,39206,39206
2021-3-30 10:53:30,23.5635,120.4777,0.06333333333333324,3,13.053333333333333,6.123333333333333,129.0,29.25,39212,39212,39210,39210,39210,39212
2021-3-30 10:53:37,23.5635,120.4777,-4.756666666666666,3,11.94,6.803333333333334,129.0,29.16,39220,39220,39216,39216,39216,39220
2021-3-30 10:53:40,23.563575,120.4778,-3.96,3,12.2,6.7,128.0,29.07,39219,39219,39219,39219,39219,39219
2021-3-30 10:53:44,23.563066666666664,120.4772,-1.055,3,12.495000000000001,5.755,122.0,29.16,39225,39225,39223,39223,39223,39225
2021-3-30 10:53:47,23.5628,120.47696,-0.46499999999999997,3,12.655000000000001,6.5649999999999995,128.0,29.34,39229,39229,39227,39227,39227,39229
2021-3-30 10:53:52,23.562783333333332,120.4769,-0.7828571428571428,3,12.306666666666667,7.191428571428571,103.0,29.25,39233,39233,39231,39231,39231,39233
2021-3-30 10:53:58,23.5627,120.4769,-1.9400000000000004,3,12.41,6.426666666666667,128.0,29.07,39240,39240,39238,39237,39238,39240
2021-3-30 10:54:2,23.5627,120.4769,-1.03,3,12.58,36.79,128.0,29.16,39243,39243,39241,39241,39241,39243
2021-3-30 10:54:5,23.5627,120.4769,-1.3475000000000001,3,12.056666666666667,40.48,128.0,29.16,39245,39245,39244,39244,39244,39245
2021-3-30 10:54:8,23.5626,120.4768,-4.49,3,11.2925,5.56,128.0,29.07,39248,39248,39248,39247,39248,39248
2021-3-30 10:54:11,23.5626,120.4768,1.93,3,12.32,9.53,128.0,29.16,39252,39252,39252,39251,39252,39252
2021-3-30 10:54:16,23.56224,120.4765,0.8974999999999995,3,12.5525,6.4425,78.0,29.25,39259,39259,39256,39256,39256,39259
2021-3-30 10:54:21,23.562,120.4763,-0.1160000000000001,3,12.67,6.634,128.0,29.53,39262,39262,39260,39260,39260,39262
2021-3-30 10:54:26,23.561950000000003,120.4763,-3.7350000000000003,3,12.868,7.11,96.0,29.53,39268,39268,39265,39265,39265,39268
2021-3-30 10:54:30,23.5619,120.47625,-3.6466666666666665,3,13.155000000000001,6.873333333333334,127.0,29.43,39272,39272,39271,39270,39271,39272
2021-3-30 10:54:34,23.5619,120.4762,-9.05,3,12.84,27.01,129.0,29.53,39276,39276,39274,39274,39274,39276
2021-3-30 10:54:37,23.5619,120.4762,-6.816666666666666,3,12.813333333333333,19.863333333333333,129.0,29.71,39277,39277,39276,39276,39276,39277
2021-3-30 10:54:40,23.5618,120.4762,-2.35,3,12.76,5.57,129.0,29.8,39279,39279,39279,39279,39279,39279
2021-3-30 10:54:43,23.56164,120.47604000000001,-0.33999999999999997,3,12.66,5.555,78.0,29.53,39285,39285,39283,39283,39283,39285
2021-3-30 10:54:48,23.56138,120.4758,-1.244,2,12.870000000000001,7.184,102.0,29.53,39289,39289,39287,39287,39287,39289
2021-3-30 10:54:53,23.5613,120.4758,-4.3,2,12.501999999999999,9.07,103.0,29.62,39294,39294,39292,39292,39292,39294
2021-3-30 10:54:57,23.5613,120.47576000000001,-10.225,2,14.19,8.12,130.0,29.71,39299,39299,39298,39297,39298,39299
2021-3-30 10:55:2,23.561266666666665,120.4757,-5.356666666666667,2,14.39,5.680000000000001,129.0,29.62,39303,39303,39302,39301,39302,39303
2021-3-30 10:55:8,23.561225,120.4757,-0.77,2,14.68,8.7,130.0,29.62,39307,39307,39307,39307,39307,39307
2021-3-30 10:55:12,23.5611,120.475675,-1.6149999999999998,2,15.085,6.220000000000001,127.0,29.62,39313,39313,39311,39311,39311,39313
2021-3-30 10:55:16,23.56105833333333,120.47556666666667,-1.3446153846153845,2,14.931666666666667,5.714615384615385,128.0,29.53,39317,39317,39315,39315,39315,39317
2021-3-30 10:55:28,23.5606,120.4752,-2.276666666666667,2,14.485,5.613333333333333,121.0,29.16,39329,39329,39328,39327,39328,39329
2021-3-30 10:55:32,23.560585714285715,120.4752,-4.737500000000001,2,14.215,5.23,129.0,29.07,39333,39333,39331,39331,39331,39333
2021-3-30 10:55:39,23.5605,120.4751,2.865,1,17.732499999999998,7.154999999999999,123.0,29.34,39344,39344,39339,39339,39339,39344
2021-3-30 10:55:44,23.560325,120.474975,-1.29,1,18.433333333333334,8.44,127.0,29.07,39345,39345,39343,39343,39343,39345
2021-3-30 10:55:48,23.5597,120.4747,-2.48,1,19.615,10.32,98.0,28.79,39347,39347,39347,39346,39347,39347
2021-3-30 10:55:51,23.560133333333333,120.47426666666667,-2.65,1,21.72,4.903333333333333,130.0,29.07,39352,39352,39350,39350,39350,39352
2021-3-30 10:55:54,23.5602,120.474175,-3.69,1,22.15,4.528,128.0,29.07,39355,39355,39353,39353,39353,39355
2021-3-30 10:55:58,23.560225,120.474075,-6.786666666666666,1,19.545,4.3966666666666665,128.0,28.97,39359,39359,39358,39357,39358,39359
2021-3-30 10:56:2,23.5603,120.474,-4.86,1,12.400000000000002,25.785,65.0,28.97,39363,39363,39361,39361,39361,39363
2021-3-30 10:56:5,23.5603,120.474,-1.06,1,10.9275,46.98,129.0,29.25,39365,39365,39365,39364,39365,39365
2021-3-30 10:56:9,23.5604,120.4739,0.5,1,14.66,6.215,128.0,29.43,39370,39370,39368,39368,39368,39370
2021-3-30 10:56:13,23.5604,120.47388,4.795999999999999,3,15.036,6.342,128.0,29.43,39374,39374,39372,39372,39372,39374
2021-3-30 10:56:18,23.560425000000002,120.4738,4.404,3,13.530000000000001,8.058,102.0,29.34,39379,39379,39377,39377,39377,39379
2021-3-30 10:56:22,23.5606,120.47385,-0.09000000000000002,3,13.374,7.779999999999999,98.0,29.34,39383,39383,39382,39381,39382,39383
2021-3-30 10:56:26,23.56095,120.47405,-3.4400000000000004,3,13.290000000000001,9.155,78.0,29.25,39388,39388,39387,39386,39387,39388
2021-3-30 10:56:30,23.561,120.4741,-2.366,3,13.54,10.026,127.0,29.25,39391,39391,39389,39389,39389,39391
2021-3-30 10:56:35,23.561,120.4741,-0.3275000000000001,3,13.57,9.1425,54.0,29.62,39397,39397,39394,39394,39394,39397
2021-3-30 10:56:39,23.561025,120.4741,1.0949999999999998,3,13.785,8.325,76.0,29.99,39400,39400,39398,39398,39398,39400
2021-3-30 10:56:43,23.5611,120.47413333333334,1.2349999999999999,3,13.969999999999999,7.77,128.0,30.17,39404,39404,39402,39402,39402,39404
2021-3-30 10:56:49,23.560975,120.47412499999999,2.05,3,13.71,8.59,127.0,29.9,39408,39408,39408,39408,39408,39408
2021-3-30 10:56:53,23.561633333333333,120.47453333333334,-1.3166666666666669,3,13.91,7.086666666666667,127.0,29.71,39414,39414,39412,39412,39412,39414
2021-3-30 10:56:56,23.5617,120.4746,-1.58,3,14.13,6.71,130.0,29.62,39415,39415,39415,39415,39415,39415
2021-3-30 10:57:0,23.5617,120.4746,-3.11,2,15.31,6.2,128.0,29.53,39421,39421,39420,39419,39420,39421
2021-3-30 10:59:57,23.5647,120.4771,2.491428571428571,6,5.729090909090909,44.611428571428576,50.0,28.42,39601,39601,39600,39596,39600,39601
2021-3-30 11:0:8,23.5647,120.4771,0.7533333333333333,6,9.173333333333332,41.44,128.0,28.7,39609,39609,39607,39607,39607,39609
2021-3-30 11:0:10,23.5647,120.4771,1.56,6,9.87,46.99,128.0,28.79,39610,39610,39610,39610,39610,39610
2021-3-30 11:0:14,23.5647,120.4771,0.8925,6,9.8875,46.99,129.0,29.07,39614,39614,39613,39613,39613,39614
2021-3-30 11:0:18,23.5647,120.4771,0.36250000000000004,6,10.0375,46.99,103.0,28.97,39618,39618,39617,39617,39617,39618
2021-3-30 11:0:22,23.5642,120.4772,1.8439999999999999,6,10.146,46.99,64.0,28.97,39622,39622,39621,39621,39621,39622
2021-3-30 11:0:27,23.5642,120.47724,1.6949999999999998,6,9.818,50.195,128.0,28.88,39629,39629,39626,39626,39626,39629
2021-3-30 11:0:32,23.5642,120.4773,-0.7166666666666668,6,10.2775,49.126666666666665,128.0,28.79,39634,39634,39632,39631,39632,39634
2021-3-30 11:0:36,23.5642,120.4773,-1.3525,6,10.465,42.8275,58.0,28.88,39636,39636,39635,39635,39635,39636
2021-3-30 11:0:39,23.5642,120.4773,-0.25,6,9.879999999999999,30.34,128.0,29.16,39640,39640,39639,39639,39639,39640
2021-3-30 11:0:42,23.564225,120.47727499999999,0.11,6,9.4,30.34,128.0,29.16,39641,39641,39641,39641,39641,39641
2021-3-30 11:0:46,23.5641,120.4774,-0.9028571428571429,4,9.604285714285714,46.99,103.0,29.16,39646,39646,39645,39645,39645,39646
2021-3-30 11:0:53,23.56384,120.47774,-0.038000000000000034,4,10.968,46.99,128.0,28.97,39655,39655,39652,39652,39652,39655
