pickup_datetime,lati,long,Gyro,Gear,Rate,Pressure,Heartbeat,Temp,gearTime,HeartTime,GyroTime,RateTime,PressureTime,TempTime
2021-3-23 11:16:15,23.5632,120.4782,0.3933333333333333,4,13.528,4.36,128,20.5,40577,40577,40575,40574,40575,40577
2021-3-23 11:16:20,23.563174999999998,120.4782,0.72,4,13.07,4.16,128,20.5,40581,40581,40581,40579,40581,40581
2021-3-23 11:16:24,23.5631,120.47821666666667,0.6766666666666666,4,12.646666666666667,3.6333333333333333,128,20.42,40585,40585,40584,40583,40584,40585
2021-3-23 11:16:30,23.5631,120.4783,2.3,3,12.06,3.355,128,20.5,40592,40592,40590,40589,40590,40592
2021-3-23 11:16:35,23.5631,120.4783,0.9233333333333333,3,11.82,2.606666666666667,128,20.5,40596,40596,40594,40594,40594,40596
2021-3-23 11:16:40,23.56296,120.47834,-0.54,1,11.575,2.8666666666666667,129,20.59,40601,40601,40600,40599,40600,40601
2021-3-23 11:16:45,23.5624,120.4785,-1.174,1,11.42,6.588,129,20.59,40604,40604,40603,40603,40603,40604
2021-3-23 11:16:48,23.5624,120.4785,-1.3316666666666666,1,10.55,16.599999999999998,129,20.68,40609,40609,40608,40607,40608,40609
2021-3-23 11:16:54,23.562325,120.4785,1.27,1,11.61,4.9350000000000005,76,20.59,40617,40617,40614,40613,40614,40617
2021-3-23 11:16:58,23.5623,120.4785,0.9914285714285714,1,11.522499999999999,4.154285714285715,128,20.59,40619,40619,40618,40617,40618,40619
2021-3-23 11:17:6,23.5623,120.4785,-0.5542857142857143,5,10.566666666666666,2.677142857142857,96,20.68,40627,40627,40625,40625,40625,40627
2021-3-23 11:17:12,23.562275,120.4785,-1.2599999999999998,5,9.16,1.5233333333333334,121,20.68,40633,40633,40632,40631,40632,40633
2021-3-23 11:17:16,23.5622,120.4785,-1.5633333333333335,5,8.093333333333334,2.2133333333333334,127,20.85,40637,40637,40635,40635,40635,40637
2021-3-23 11:17:22,23.5622,120.4785,0.11,5,6.0,0.98,129,20.94,40644,40644,40641,40641,40641,40644
2021-3-23 11:19:34,23.5617,120.4777,3.8974999999999995,1,3.4480000000000004,37.79,81.0,23.14,40776,40776,40775,40774,40775,40776
2021-3-23 11:19:40,23.5617,120.4777,2.913333333333333,2,9.766666666666667,12.21,102.0,22.96,40781,40781,40779,40779,40779,40781
2021-3-23 11:19:43,23.5617,120.4777,2.98,2,10.82,13.22,128.0,22.43,40782,40782,40782,40782,40782,40782
2021-3-23 11:19:45,23.5617,120.4777,-0.74,2,12.42,7.54,128.0,22.08,40785,40785,40785,40785,40785,40785
2021-3-23 11:19:50,23.5614,120.47752,2.135,3,13.024999999999999,7.35,128.0,22.08,40793,40793,40790,40790,40790,40793
2021-3-23 11:19:55,23.561166666666665,120.47736666666667,-1.1400000000000001,3,13.355,8.415,122.0,22.26,40796,40796,40794,40794,40794,40796
2021-3-23 11:19:58,23.5611,120.4773,-1.0299999999999994,3,14.106666666666667,7.706666666666666,96.0,21.99,40800,40800,40798,40798,40798,40800
2021-3-23 11:20:2,23.5611,120.4773,-0.04999999999999982,3,14.428,6.732,114.0,21.64,40803,40803,40801,40801,40801,40803
2021-3-23 11:20:7,23.56105,120.47725,-1.6400000000000001,3,14.71,6.9075,128.0,21.38,40809,40809,40806,40806,40806,40809
2021-3-23 11:20:11,23.561,120.4772,-3.1100000000000003,2,14.83,6.644,130.0,21.38,40812,40812,40810,40810,40810,40812
2021-3-23 11:20:16,23.560966666666666,120.4772,-2.774,2,13.265,8.548,96.0,21.38,40817,40817,40815,40815,40815,40817
2021-3-23 11:20:19,23.5609,120.4772,1.24,2,11.879999999999999,12.25,96.0,21.38,40820,40820,40820,40819,40820,40820
2021-3-23 11:20:23,23.560660000000002,120.47699999999999,0.08666666666666667,2,14.033333333333333,6.45,128.0,21.29,40825,40825,40823,40823,40823,40825
2021-3-23 11:20:28,23.5603,120.4767,-0.615,2,15.285,6.225,98.0,21.29,40828,40828,40826,40826,40826,40828
2021-3-23 11:20:31,23.560275,120.4767,-0.4866666666666666,2,16.068,6.5,95.0,21.2,40832,40832,40830,40830,40830,40832
2021-3-23 11:20:35,23.5602,120.47665,0.9966666666666668,2,16.575000000000003,6.556666666666667,128.0,21.03,40837,40837,40836,40835,40836,40837
2021-3-23 11:20:39,23.5602,120.4766,-2.122,2,17.509999999999998,6.15,128.0,21.2,40841,40841,40839,40839,40839,40841
2021-3-23 11:20:43,23.56015,120.4766,-2.765,2,17.665,9.350000000000001,64.0,21.12,40845,40845,40844,40843,40844,40845
2021-3-23 11:20:47,23.5601,120.47655,-1.195,2,17.37,14.72,65.0,21.12,40849,40849,40848,40847,40848,40849
2021-3-23 11:20:51,23.5601,120.4765,-3.3000000000000003,2,17.08,7.545,128.0,20.94,40852,40852,40850,40850,40850,40852
2021-3-23 11:20:55,23.56008333333333,120.4765,-3.583333333333334,1,16.63,8.576666666666666,100.0,20.85,40856,40856,40854,40854,40854,40856
2021-3-23 11:21:3,23.5595,120.4759,2.32,1,18.22,6.86,128.0,20.77,40863,40863,40863,40863,40863,40863
2021-3-23 11:21:7,23.5595,120.4759,-2.49,1,18.35,6.395,128.0,20.85,40868,40868,40866,40866,40866,40868
2021-3-23 11:21:11,23.559475,120.4759,-2.9699999999999998,1,18.35,6.27,130.0,20.85,40872,40872,40870,40870,40870,40872
2021-3-23 11:21:15,23.559466666666665,120.47573333333332,-8.72,1,17.58,5.705,103.0,21.03,40876,40876,40874,40874,40874,40876
2021-3-23 11:21:18,23.559639999999998,120.47536,-8.888,1,14.524,6.9479999999999995,130.0,20.94,40880,40880,40878,40878,40878,40880
2021-3-23 11:21:23,23.5597,120.4753,1.0000000000000004,3,13.24,9.165,130.0,20.94,40886,40886,40883,40883,40883,40886
2021-3-23 11:21:31,23.5601,120.4747,3.3,3,15.28,8.38,130.0,21.03,40889,40889,40889,40889,40889,40889
2021-3-23 11:21:34,23.5601,120.4747,1.13,3,15.83,9.046,128.0,20.94,40895,40895,40893,40893,40893,40895
2021-3-23 11:21:39,23.560125,120.4747,-0.03249999999999997,3,15.9725,9.831249999999999,64.0,20.85,40901,40901,40898,40898,40898,40901
2021-3-23 11:21:47,23.5602,120.4747,-1.095,3,14.16,55.8375,127.0,20.77,40911,40911,40906,40906,40906,40911
2021-3-23 11:21:50,23.5602,120.4747,-1.06,3,15.016,46.99,128.0,20.68,40910,40910,40910,40909,40910,40910
2021-3-23 11:21:55,23.5603,120.4747,0.9299999999999999,3,13.6075,7.71,98.0,20.77,40917,40917,40915,40914,40915,40917
2021-3-23 11:21:58,23.560312500000002,120.4747,3.64,3,13.182857142857143,8.24,98.0,20.77,40919,40919,40919,40918,40919,40919
2021-3-23 11:22:6,23.5604,120.4747,0.8883333333333333,1,16.598333333333336,7.198333333333333,127.0,21.03,40930,40930,40925,40925,40925,40930
2021-3-23 11:22:12,23.5613,120.4755,1.6099999999999999,1,21.849999999999998,3.55,128.0,20.77,40934,40934,40931,40931,40931,40934
2021-3-23 11:22:14,23.5613,120.47553333333333,1.41,1,20.29,4.84,129.0,20.77,40933,40933,40933,40933,40933,40933
2021-3-23 11:22:17,23.5613,120.4754,-2.52,1,21.836666666666666,4.85,121.0,20.68,40939,40939,40937,40937,40937,40939
2021-3-23 11:22:21,23.561325,120.475375,-4.245,1,20.674999999999997,4.67,97.0,20.59,40942,40942,40940,40940,40940,40942
2021-3-23 11:22:25,23.561433333333333,120.47516666666667,-2.5949999999999998,1,17.884999999999998,5.295,103.0,20.59,40946,40946,40944,40944,40944,40946
2021-3-23 11:22:28,23.561549999999997,120.4749,0.7533333333333333,1,16.45,7.12,98.0,20.59,40950,40950,40948,40948,40948,40950
2021-3-23 11:22:32,23.5616,120.47486666666667,0.2733333333333333,4,16.63,9.366666666666667,128.0,20.59,40953,40953,40951,40951,40951,40953
2021-3-23 11:22:35,23.5616,120.4748,-0.21,4,16.75,10.19,131.0,20.68,40954,40954,40954,40954,40954,40954
2021-3-23 11:22:40,23.56165,120.47475,-0.30249999999999977,4,14.335,8.600000000000001,127.0,20.77,40962,40962,40959,40959,40959,40962
2021-3-23 11:22:44,23.56185,120.474775,-0.16499999999999992,4,12.665,9.175,78.0,20.77,40965,40965,40963,40963,40963,40965
2021-3-23 11:22:48,23.5623,120.475,-0.622,4,11.99,9.82,128.0,21.12,40969,40969,40967,40967,40967,40969
2021-3-23 11:22:52,23.5623,120.475,0.09666666666666665,4,13.553333333333333,10.263333333333334,78.0,21.2,40974,40974,40972,40972,40972,40974
2021-3-23 11:22:56,23.562333333333335,120.47503333333333,0.023333333333333317,4,13.926666666666668,8.376666666666667,127.0,21.12,40977,40977,40975,40975,40975,40977
2021-3-23 11:22:59,23.5624,120.4751,-0.07,4,13.97,7.3,128.0,21.2,40978,40978,40978,40978,40978,40978
2021-3-23 11:23:3,23.5624,120.47512499999999,0.3999999999999999,4,14.129999999999999,8.6,67.0,21.2,40984,40984,40983,40982,40983,40984
2021-3-23 11:23:7,23.562425,120.4752,-0.07000000000000006,4,13.735,9.68,128.0,21.2,40988,40988,40986,40986,40986,40988
2021-3-23 11:23:11,23.5624,120.47528333333334,1.3333333333333335,6,12.873333333333333,9.443333333333333,73.0,21.2,40992,40992,40990,40990,40990,40992
2021-3-23 11:23:17,23.5619,120.4757,1.608,6,11.805,9.266,128.0,21.29,40998,40998,40996,40996,40996,40998
2021-3-23 11:23:20,23.561880000000002,120.4757,0.78,6,11.415,9.83,130.0,21.29,41001,41001,41001,41000,41001,41001
2021-3-23 11:23:25,23.5618,120.47572500000001,0.42333333333333334,6,10.937999999999999,8.620000000000001,128.0,21.29,41006,41006,41004,41004,41004,41006
2021-3-23 11:23:29,23.5618,120.4758,1.9133333333333336,6,10.129999999999999,9.05,102.0,21.2,41011,41011,41010,41009,41010,41011
2021-3-23 11:23:34,23.5618,120.47592,2.47,4,11.04,9.2,127.0,21.2,41015,41015,41013,41013,41013,41015
2021-3-23 11:23:39,23.5618,120.4764,-0.02,4,12.02,9.69,130.0,21.2,41017,41017,41017,41017,41017,41017
2021-3-23 11:23:43,23.5618,120.47646,1.86,4,13.6275,12.110000000000001,127.0,21.2,41026,41026,41024,41023,41024,41026
2021-3-23 11:23:48,23.5618,120.4765,-0.3849999999999999,4,13.629999999999999,5.955,128.0,21.2,41029,41029,41027,41027,41027,41029
2021-3-23 11:23:52,23.561825000000002,120.4765,-3.2319999999999998,4,12.15,4.944,127.0,21.03,41033,41033,41031,41031,41031,41033
2021-3-23 11:23:56,23.5619,120.47652500000001,-3.6875,4,9.826,8.285,128.0,20.85,41037,41037,41036,41035,41036,41037
2021-3-23 11:24:0,23.5619,120.4766,0.21999999999999997,4,13.376666666666667,14.129999999999999,128.0,20.68,41042,41042,41040,41040,41040,41042
2021-3-23 11:24:3,23.5619,120.4766,-1.58,4,15.606666666666667,9.61,129.0,20.59,41044,41044,41044,41043,41044,41044
2021-3-23 11:24:7,23.5619,120.476625,0.24,4,15.085,8.035,130.0,20.59,41048,41048,41046,41046,41046,41048
2021-3-23 11:24:11,23.562075,120.476775,-0.255,4,15.01,7.9350000000000005,78.0,20.59,41052,41052,41050,41050,41050,41052
2021-3-23 11:24:15,23.562625,120.477,-0.304,4,14.705,7.72,128.0,20.68,41056,41056,41054,41054,41054,41056
2021-3-23 11:24:19,23.5627,120.47702,-0.27749999999999997,3,14.24,8.07,122.0,20.77,41060,41060,41059,41058,41059,41060
2021-3-23 11:24:24,23.562725,120.4771,0.030000000000000027,3,14.835,8.785,129.0,20.94,41065,41065,41063,41063,41063,41065
2021-3-23 11:24:28,23.5628,120.4771,-0.6433333333333333,3,15.89,7.843333333333334,128.0,20.85,41069,41069,41067,41067,41067,41069
2021-3-23 11:24:31,23.5628,120.47707999999999,-0.68,3,16.0,7.99,128.0,20.68,41070,41070,41070,41070,41070,41070
2021-3-23 11:24:36,23.562849999999997,120.4772,-0.33,3,16.695,20.643333333333334,129.0,20.68,41078,41078,41076,41075,41076,41078
2021-3-23 11:24:40,23.563066666666668,120.47733333333333,-0.265,3,16.66,8.709999999999999,109.0,20.68,41081,41081,41079,41079,41079,41081
2021-3-23 11:24:43,23.56344,120.4776,0.3679999999999999,3,16.755000000000003,10.134,127.0,20.68,41085,41085,41083,41083,41083,41085
2021-3-23 11:24:48,23.5635,120.4776,0.4224999999999999,3,17.04,10.092500000000001,96.0,20.77,41089,41089,41088,41087,41088,41089
2021-3-23 11:24:52,23.56355,120.47765,-2.45,3,18.886666666666667,6.970000000000001,58.0,21.03,41093,41093,41092,41091,41092,41093
2021-3-23 11:24:54,23.5636,120.4777,-3.11,1,19.76,4.8,76.0,21.03,41094,41094,41094,41094,41094,41094
2021-3-23 11:25:0,23.5637,120.4778,-1.21,1,24.644999999999996,1.4900000000000002,128.0,20.94,41103,41103,41101,41100,41101,41103
2021-3-23 11:25:3,23.5636,120.47787777777778,-1.0,1,22.83,5.91,128.0,20.94,41102,41102,41102,41102,41102,41102
2021-3-23 11:25:12,23.5646,120.4771,-4.14,1,19.695,5.029999999999999,64.0,20.5,41114,41114,41112,41112,41112,41114
2021-3-23 11:25:16,23.5646,120.47706,-2.826,1,15.254999999999999,6.128,127.0,20.59,41118,41118,41116,41116,41116,41118
2021-3-23 11:25:21,23.56460909090909,120.477,0.8520000000000001,6,12.975454545454545,7.803,90.0,20.77,41122,41122,41121,41120,41121,41122
2021-3-23 11:25:32,23.5647,120.47697500000001,2.885,6,11.01,11.065,128.0,20.59,41133,41133,41131,41131,41131,41133
2021-3-23 11:25:36,23.5647,120.4769,2.8066666666666666,6,11.9,10.156666666666666,103.0,20.68,41137,41137,41135,41135,41135,41137
2021-3-23 11:25:39,23.5647,120.47695,3.83,6,11.9,10.56,128.0,20.68,41138,41138,41138,41138,41138,41138
2021-3-23 11:25:41,23.564739999999997,120.47677999999999,-4.52,6,12.42,9.99,128.0,20.59,41140,41140,41140,41140,41140,41140
2021-3-23 11:25:46,23.5644,120.47705,2.81,6,12.120000000000001,10.094999999999999,122.0,20.77,41147,41147,41145,41145,41145,41147
2021-3-23 11:25:50,23.564083333333333,120.4775,2.5785714285714283,6,11.943333333333333,15.897142857142857,122.0,20.85,41151,41151,41149,41149,41149,41151
2021-3-23 11:25:56,23.564,120.4775,2.37,6,11.8725,17.573333333333334,130.0,20.85,41158,41158,41156,41155,41156,41158
2021-3-23 11:26:0,23.564,120.477525,1.78,6,11.32,9.48,127.0,20.94,41161,41161,41159,41159,41159,41161
2021-3-23 11:26:4,23.564,120.4776,0.8533333333333333,5,11.126666666666667,7.636666666666667,129.0,21.12,41165,41165,41163,41163,41163,41165
2021-3-23 11:26:10,23.56395,120.4776,1.6733333333333333,5,12.68,8.483333333333333,128.0,21.2,41171,41171,41169,41169,41169,41171
2021-3-23 11:26:12,23.5639,120.4776,1.16,5,13.07,9.04,130.0,21.12,41172,41172,41172,41172,41172,41172
2021-3-23 11:26:17,23.5636,120.478,1.0,5,12.92,7.635,127.0,21.03,41178,41178,41176,41176,41176,41178
2021-3-23 11:26:21,23.563575,120.478,0.8600000000000001,5,12.629999999999999,8.09,127.0,21.03,41182,41182,41180,41180,41180,41182
2021-3-23 11:26:25,23.5635,120.478025,0.30400000000000005,5,12.636000000000001,8.72,96.0,20.94,41186,41186,41184,41184,41184,41186
2021-3-23 11:26:29,23.5635,120.4781,-0.8200000000000001,5,12.9,8.435,102.0,20.85,41191,41191,41189,41189,41189,41191
2021-3-23 11:26:33,23.5635,120.4781,-0.4849999999999999,5,12.413333333333332,7.3149999999999995,128.0,20.85,41195,41195,41193,41193,41193,41195
2021-3-23 11:26:36,23.56341666666667,120.47816666666667,1.22,5,12.155,6.84,128.0,20.94,41197,41197,41197,41196,41197,41197
2021-3-23 11:26:42,23.563,120.4785,0.52,5,11.575,9.82,128.0,20.85,41202,41202,41200,41200,41200,41202
2021-3-23 11:26:44,23.563,120.4785,0.575,5,11.515,8.725,127.0,20.77,41206,41206,41204,41204,41204,41206
2021-3-23 11:26:49,23.562974999999998,120.47852499999999,1.05,5,11.455,8.015,100.0,20.85,41210,41210,41208,41208,41208,41210
2021-3-23 11:26:53,23.5629,120.4786,0.21666666666666667,4,11.093333333333334,9.42,102.0,20.94,41214,41214,41212,41212,41212,41214
2021-3-23 11:26:59,23.562875,120.4786,0.32999999999999996,4,12.245000000000001,9.055,128.0,20.85,41220,41220,41218,41218,41218,41220
2021-3-23 11:27:3,23.5628,120.4786,1.8599999999999999,4,13.46,7.26,96.0,20.85,41224,41224,41222,41222,41222,41224
2021-3-23 11:27:7,23.5628,120.4786,2.17,4,13.65,7.505999999999999,102.0,20.85,41228,41228,41226,41226,41226,41228
2021-3-23 11:27:16,23.562,120.4781,-3.18,4,13.59,6.95,78.0,20.68,41234,41234,41234,41234,41234,41234
2021-3-23 11:27:18,23.562,120.4781,2.74,4,13.47,7.05,78.0,20.68,41237,41237,41237,41237,41237,41237
2021-3-23 11:27:22,23.561980000000002,120.47807999999999,0.8200000000000002,4,13.074,6.878,128.0,20.94,41243,41243,41241,41241,41241,41243
2021-3-23 11:27:27,23.5619,120.478,2.255714285714286,4,13.045714285714286,8.822857142857144,96.0,20.94,41249,41249,41246,41246,41246,41249
2021-3-23 11:27:34,23.561825000000002,120.478,-0.16999999999999993,4,13.35,7.7,128.0,21.03,41257,41257,41253,41253,41253,41257
2021-3-23 11:27:38,23.5618,120.478,0.346,4,13.398,7.532,102.0,20.68,41259,41259,41257,41257,41257,41259
2021-3-23 11:27:43,23.5618,120.47794999999999,-0.3859999999999997,4,13.614,7.790000000000001,128.0,20.77,41265,41265,41262,41262,41262,41265
2021-3-23 11:27:47,23.56175,120.4779,0.2833333333333332,4,13.616666666666667,8.15,97.0,20.94,41269,41269,41267,41267,41267,41269
2021-3-23 11:27:51,23.561549999999997,120.47775,1.22,4,13.503333333333334,7.88,128.0,20.85,41272,41272,41270,41270,41270,41272
2021-3-23 11:27:55,23.5611,120.4773,1.27,4,13.47,7.74,128.0,20.85,41273,41273,41273,41273,41273,41273
2021-3-23 11:27:58,23.561075,120.4773,0.59,4,13.715,7.265,102.0,20.77,41279,41279,41277,41277,41277,41279
2021-3-23 11:28:2,23.561,120.47726666666667,-0.72,4,13.92,6.885,127.0,20.59,41283,41283,41281,41281,41281,41283
2021-3-23 11:28:5,23.561,120.4772,-2.21,4,13.91,6.77,79.0,20.59,41287,41287,41285,41285,41285,41287
2021-3-23 11:28:9,23.560971428571428,120.4772,-1.1700000000000002,3,13.923333333333334,6.6466666666666665,128.0,20.5,41291,41291,41289,41289,41289,41291
2021-3-23 11:28:16,23.5609,120.4772,0.53,3,14.13,6.608,128.0,20.85,41298,41298,41295,41295,41295,41298
2021-3-23 11:28:23,23.5608,120.4771,-1.07,3,15.63,5.64,96.0,20.85,41303,41303,41303,41303,41303,41303
2021-3-23 11:28:27,23.5608,120.4771,-1.95,3,16.925,7.445,96.0,20.85,41308,41308,41306,41306,41306,41308
2021-3-23 11:28:31,23.56065,120.476975,0.935,3,17.02,7.515,81.0,20.77,41312,41312,41310,41310,41310,41312
2021-3-23 11:28:35,23.56018,120.4766,3.0166666666666666,3,16.966666666666665,6.573333333333333,64.0,20.68,41316,41316,41314,41314,41314,41316
2021-3-23 11:28:40,23.5601,120.47655,-0.08857142857142863,3,16.815,6.917142857142857,129.0,20.94,41323,41323,41320,41320,41320,41323
2021-3-23 11:28:46,23.5601,120.4765,-2.0733333333333333,1,16.9875,8.006666666666666,128.0,20.94,41329,41329,41327,41326,41327,41329
2021-3-23 11:28:51,23.560066666666664,120.4765,-1.495,1,17.465,6.88,128.0,20.94,41332,41332,41330,41330,41330,41332
2021-3-23 11:28:54,23.56,120.47645,0.9966666666666668,1,18.223333333333333,6.44,96.0,21.03,41336,41336,41334,41334,41334,41336
2021-3-23 11:28:58,23.5599,120.47628,-2.8266666666666667,1,18.456666666666667,6.6466666666666665,64.0,21.03,41339,41339,41337,41337,41337,41339
2021-3-23 11:29:3,23.5595,120.4758,-5.804,1,18.4525,7.404,127.0,21.12,41346,41346,41343,41343,41343,41346
2021-3-23 11:29:8,23.559566666666665,120.47563333333333,-5.143333333333333,1,18.35,6.94,128.0,20.85,41350,41350,41348,41347,41348,41350
2021-3-23 11:29:14,23.5597,120.4753,-4.615,1,14.102,6.48,128.0,20.77,41356,41356,41354,41353,41354,41356
2021-3-23 11:29:19,23.5597,120.47526,0.7799999999999998,3,12.686,18.78,127.0,20.85,41361,41361,41358,41358,41358,41361
2021-3-23 11:29:24,23.559725,120.47517500000001,0.023333333333333428,3,14.285,22.863333333333333,121.0,20.94,41365,41365,41364,41363,41364,41365
2021-3-23 11:29:28,23.5598,120.4751,1.605,3,15.44,19.125,68.0,20.85,41369,41369,41367,41367,41367,41369
2021-3-23 11:29:30,23.5599,120.4751,0.5,3,15.795,30.34,129.0,20.85,41371,41371,41371,41370,41371,41371
2021-3-23 11:29:34,23.5602,120.47515,-0.31333333333333335,3,15.683333333333334,8.7,129.0,20.85,41376,41376,41374,41374,41374,41376
2021-3-23 11:29:38,23.560219999999997,120.4752,-1.0,3,15.516666666666666,8.633333333333333,68.0,20.77,41379,41379,41377,41377,41377,41379
2021-3-23 11:29:43,23.5603,120.4752,-0.9079999999999999,3,15.454,8.474,128.0,20.94,41386,41386,41383,41383,41383,41386
2021-3-23 11:29:49,23.5603,120.47524,-0.465,3,15.424,8.285,128.0,20.68,41391,41391,41388,41388,41388,41391
2021-3-23 11:29:54,23.56035,120.4753,-0.5633333333333334,3,14.78,7.053333333333334,128.0,20.59,41396,41396,41394,41393,41394,41396
2021-3-23 11:29:58,23.5604,120.4753,-0.366,1,15.264,7.07,129.0,20.68,41399,41399,41397,41397,41397,41399
2021-3-23 11:30:2,23.560450000000003,120.4753,1.2066666666666666,1,18.796666666666667,6.096666666666667,129.0,20.68,41404,41404,41402,41402,41402,41404
2021-3-23 11:30:6,23.560675,120.475375,0.009999999999999787,1,20.439999999999998,5.198,128.0,20.68,41407,41407,41405,41405,41405,41407
2021-3-23 11:30:10,23.5612,120.47556666666667,-2.3166666666666664,1,21.345,5.086666666666667,129.0,20.59,41411,41411,41410,41409,41410,41411
2021-3-23 11:30:13,23.56125,120.4755,-3.39,1,21.83,5.666666666666666,58.0,20.42,41415,41415,41413,41413,41413,41415
2021-3-23 11:30:17,23.5613,120.4755,-5.8149999999999995,1,19.09,5.22,128.0,20.15,41418,41418,41416,41416,41416,41418
2021-3-23 11:30:21,23.5613,120.4755,-3.1859999999999995,1,16.422,6.942,128.0,20.24,41422,41422,41420,41420,41420,41422
2021-3-23 11:30:26,23.561339999999998,120.4755,0.7739999999999998,1,17.412,9.318,127.0,20.33,41428,41428,41425,41425,41425,41428
2021-3-23 11:30:31,23.5614,120.47547142857142,1.0100000000000002,2,16.457142857142856,8.90125,127.0,20.42,41433,41433,41430,41430,41430,41433
2021-3-23 11:30:38,23.5614,120.4754,2.9525,2,13.284,9.8875,97.0,20.5,41439,41439,41438,41437,41438,41439
2021-3-23 11:30:43,23.56145,120.47534999999999,-1.9539999999999997,2,13.2075,18.046,128.0,20.94,41445,41445,41442,41442,41442,41445
2021-3-23 11:30:47,23.56174,120.4753,-3.8499999999999996,3,13.832,19.854,77.0,21.03,41448,41448,41447,41446,41447,41448
2021-3-23 11:30:52,23.5626,120.4753,-0.8033333333333332,3,14.226666666666667,8.416666666666668,128.0,20.94,41453,41453,41452,41451,41452,41453
2021-3-23 11:31:3,23.562,120.4754,-2.17,4,13.47,9.57,65.0,21.03,41460,41460,41460,41460,41460,41460
2021-3-23 11:31:8,23.562,120.4754,4.04,6,12.78,9.708,104.0,21.12,41469,41469,41468,41467,41468,41469
2021-3-23 11:31:14,23.562,120.47542,0.4966666666666667,6,11.31,8.373333333333333,127.0,21.12,41475,41475,41473,41473,41473,41475
2021-3-23 11:31:19,23.56194,120.4755,-1.026,6,11.5275,9.93,128.0,21.12,41482,41482,41479,41479,41479,41482
2021-3-23 11:31:24,23.5619,120.47551666666666,-0.8260000000000001,6,11.706666666666667,9.796000000000001,102.0,21.2,41485,41485,41484,41483,41484,41485
2021-3-23 11:31:30,23.5619,120.47575,-2.0100000000000002,5,12.324,8.096666666666668,114.0,21.29,41491,41491,41489,41489,41489,41491
2021-3-23 11:31:36,23.5619,120.4765,-2.9266666666666663,5,12.725000000000001,7.7,122.0,21.29,41496,41496,41495,41494,41495,41496
2021-3-23 11:31:39,23.5619,120.47652500000001,-0.05666666666666664,3,12.784,6.82,102.0,21.47,41500,41500,41498,41498,41498,41500
2021-3-23 11:31:43,23.5619,120.4766,-7.29,3,13.153333333333334,6.94,131.0,21.47,41504,41504,41504,41503,41504,41504
2021-3-23 11:31:46,23.5619,120.4766,0.56,3,14.0,7.05,131.0,21.29,41506,41506,41506,41506,41506,41506
2021-3-23 11:31:52,23.561966666666667,120.4767,-0.43666666666666654,3,15.5075,8.216666666666667,64.0,21.03,41514,41514,41512,41511,41512,41514
2021-3-23 11:31:55,23.562,120.4767,-0.06000000000000005,3,15.896666666666667,7.0200000000000005,130.0,21.12,41517,41517,41515,41515,41515,41517
2021-3-23 11:31:59,23.562,120.47670833333333,0.5950000000000001,3,15.83,6.866666666666667,78.0,21.03,41520,41520,41518,41518,41518,41520
2021-3-23 11:32:11,23.56212,120.47686,0.706,3,15.836,7.1739999999999995,128.0,20.85,41532,41532,41530,41530,41530,41532
2021-3-23 11:32:21,23.5632,120.4774,0.692,3,15.928888888888888,14.734,128.0,20.68,41542,41542,41540,41540,41540,41542
2021-3-23 11:32:29,23.56325,120.4774,1.35,3,16.55666666666667,25.98,103.0,20.68,41551,41551,41550,41549,41550,41551
2021-3-23 11:32:33,23.5633,120.47742000000001,0.4033333333333333,3,16.55666666666667,5.16,122.0,20.5,41554,41554,41552,41552,41552,41554
2021-3-23 11:32:38,23.563337500000003,120.4775,-0.5175000000000001,3,15.471428571428572,5.495,128.0,20.5,41561,41561,41558,41558,41558,41561
2021-3-23 11:32:46,23.563464705882353,120.47748235294118,-0.045,1,15.576249999999998,5.673125,103.0,20.42,41567,41567,41566,41565,41566,41567
2021-3-23 11:33:3,23.5645,120.4772,-1.5516666666666667,1,22.43857142857143,8.870000000000001,103.0,20.15,41583,41583,41582,41581,41582,41583
2021-3-23 11:33:9,23.5646,120.4771,-0.7725,1,9.76,9.294999999999998,127.0,20.24,41593,41593,41588,41588,41588,41593
2021-3-23 11:33:13,23.5646,120.47708999999999,0.1499999999999999,6,11.745454545454546,8.844545454545454,129.0,20.07,41594,41594,41592,41592,41592,41594
2021-3-23 11:33:23,23.5646,120.477,2.1899999999999995,6,11.620000000000001,12.875,127.0,20.15,41605,41605,41603,41603,41603,41605
2021-3-23 11:33:27,23.564666666666664,120.47693333333333,0.4933333333333334,6,12.116666666666667,11.41,127.0,20.24,41609,41609,41607,41607,41607,41609
2021-3-23 11:33:30,23.5647,120.4769,0.56,6,11.63,9.19,127.0,20.24,41610,41610,41610,41610,41610,41610
2021-3-23 11:33:35,23.5647,120.47688333333333,2.692857142857143,6,11.133333333333333,8.49,103.0,20.24,41616,41616,41614,41614,41614,41616
2021-3-23 11:33:41,23.564629999999998,120.47688,3.4611111111111112,6,10.872,8.69888888888889,128.0,20.24,41622,41622,41621,41620,41621,41622
2021-3-23 11:33:51,23.564,120.4776,3.15,6,11.0,11.17,130.0,20.42,41630,41630,41630,41630,41630,41630
2021-3-23 11:33:55,23.564,120.4776,1.15,6,11.296,10.962,102.0,20.59,41636,41636,41634,41634,41634,41636
2021-3-23 11:34:0,23.564,120.47765,0.5680000000000001,5,11.92,7.788,127.0,20.68,41642,41642,41639,41639,41639,41642
2021-3-23 11:34:7,23.5636,120.478,1.02,5,12.52,8.33,127.0,20.5,41646,41646,41646,41646,41646,41646
