lati,long,Gyro,Gear,Rate,Pressure,Heartbeat,Temp,map_inf
23.56269777,120.47887223,-0.4671337579617834,4.0,1.716575,9.987619047619047,40.60509554140128,31.550793650793647,1.0
23.56269627,120.47887373,-1.3830573248407645,4.0,1.720325,8.043238095238094,55.7047619047619,31.504522292993627,1.0
23.56269477,120.47887523000004,-1.0856190476190477,4.0,1.724075,3.3359554140127385,62.97452229299362,31.559936305732478,1.0
23.56269327,120.47887673,-1.1622292993630574,4.0,1.727825,9.054827586206896,80.16560509554141,31.48,1.0
23.56269177,120.47887823,-0.28822784810126584,4.0,1.731575,3.789935691318328,56.6012658227848,31.48,1.0
23.56269027,120.47887973,0.2468789808917197,4.0,1.735325,10.783504823151127,81.0,31.486031746031745,1.0
23.56269754,120.47885492,-0.9091719745222929,4.0,1.7083799999999998,6.766687898089173,76.38216560509555,31.58,1.0
23.56269454,120.47886092,0.650191082802548,4.0,1.71738,8.197428571428569,32.518987341772146,31.58,1.0
23.56269154,120.47886692,-1.9836075949367091,4.0,1.7263799999999998,8.015714285714285,62.8987341772152,31.58,1.0
23.56267,120.47890073,-0.9749044585987262,4.0,1.7529929999999998,5.948789808917197,63.0,31.58,1.0
23.56267,120.47890223,-0.7947770700636942,4.0,1.7591430000000001,7.024702194357365,63.0,31.58,1.0
23.56267,120.47890373000004,-0.27028571428571424,4.0,1.7652929999999998,5.3492356687898095,32.90445859872611,31.50165605095541,1.0
23.56267,120.47890523,0.1772380952380952,4.0,1.771443,7.652974683544303,74.32380952380953,31.553417721518983,1.0
23.56267,120.47890673,0.5159493670886076,4.0,1.777593,7.450000000000002,58.30696202531646,31.58,1.0
23.56267,120.47890823,0.6619883040935672,4.0,1.783743,7.742982456140353,75.07961783439491,31.58,1.0
23.56267,120.47890973,-0.2435782747603833,4.0,1.789893,9.395174603174603,85.0,31.58,1.0
23.56268754,120.47888492,-2.070891719745223,4.0,1.7600860000000005,6.514888888888887,55.222929936305725,31.533821656050957,1.0
23.56268454,120.47889092,-3.5530696202531638,4.0,1.7723860000000002,6.730707395498393,39.87341772151899,31.48,1.0
23.56268154,120.47889692,-3.684698412698412,4.0,1.7846860000000002,6.68762658227848,65.55555555555556,31.516708860759486,1.0
23.56266927,120.47893072999996,-2.006369426751593,4.0,1.848898,3.4717460317460316,76.26984126984127,31.608662420382167,1.0
23.56266777,120.47893223,-0.5221904761904762,4.0,1.852798,8.202961783439491,58.79617834394905,31.64542857142857,1.0
23.56266627,120.47893373,0.5092063492063492,4.0,1.856698,6.029779179810724,60.14285714285714,31.58,1.0
23.56266477,120.47893523,0.9145569620253164,4.0,1.860598,11.51373040752351,76.38607594936707,31.562222222222218,1.0
23.56266327,120.47893672999996,-0.8696178343949043,4.0,1.864498,5.789032258064517,62.5859872611465,31.48,1.0
23.56266177,120.47893823,-1.0178343949044584,4.0,1.868398,2.8912738853503184,61.0,31.48,1.0
23.56266027,120.47893973,0.1,4.0,1.872298,6.493184713375795,57.370253164556964,31.48,1.0
23.56265,120.47893246,-0.8018987341772149,4.0,1.848134,4.338571428571429,30.0,31.48,1.0
23.56265,120.47893546,-0.913312101910828,4.0,1.856834,6.777809523809526,29.977848101265828,31.48,1.0
23.56265,120.47893846,-0.6885714285714286,4.0,1.865534,6.654430379746838,29.02848101265823,31.399428571428572,1.0
23.562659270000008,120.47894146,0.9377358490566036,4.0,1.875161,9.65566037735849,80.89808917197453,31.466285714285718,1.0
23.562657770000005,120.47894446,-0.4760771704180064,4.0,1.8837110000000001,9.127138263665591,54.124203821656046,31.48,1.0
23.562656270000005,120.47894746,-1.6908227848101265,4.0,1.892261,6.3966666666666665,79.12974683544304,31.555555555555557,1.0
23.56265477,120.47895046,-3.4079617834394904,4.0,1.900811,6.935936507936508,85.0,31.58,1.0
23.56265327,120.47895346000004,-3.03140127388535,4.0,1.909361,6.254761904761906,42.703821656050955,31.513757961783444,1.0
23.56265177,120.47895646,-0.8034177215189875,4.0,1.9179110000000001,5.757206349206348,64.73101265822785,31.541587301587292,1.0
23.56265027,120.47895946,1.6853312302839116,4.0,1.926461,6.787398119122257,62.898089171974505,31.58,1.0
23.56264,120.47894492,2.7538291139240507,4.0,1.939396,6.896,67.21943573667711,31.482888888888887,1.0
23.56264,120.47895092,1.5946178343949045,4.0,1.947196,9.78873015873016,61.8407643312102,31.431714285714282,1.0
23.56264,120.47895692,0.16799363057324834,4.0,1.954996,5.9282278481012645,68.87261146496813,31.48,1.0
23.56264927,120.47899073,-0.5082278481012658,4.0,1.988752,7.032476190476189,89.0,31.48,1.0
23.56264777,120.47899223,-1.4967834394904451,4.0,1.9923520000000001,7.614649681528663,65.72611464968153,31.48,1.0
