2021-5-19 11:13:16,0.277
2021-5-19 11:13:16,23.56279,120.47881
2021-5-19 11:13:18,0.275
2021-5-19 11:13:18,23.56279,120.47880
2021-5-19 11:13:19,0.274
2021-5-19 11:13:19,23.56280,120.47880
2021-5-19 11:13:21,0.275
2021-5-19 11:13:21,23.56280,120.47880
2021-5-19 11:13:22,0.274
2021-5-19 11:13:22,23.56280,120.47880
2021-5-19 11:13:24,0.273
2021-5-19 11:13:24,23.56280,120.47880
2021-5-19 11:13:25,0.271
2021-5-19 11:13:25,23.56280,120.47880
2021-5-19 11:13:27,0.270
2021-5-19 11:13:27,23.56280,120.47880
2021-5-19 11:13:28,0.267
2021-5-19 11:13:28,23.56280,120.47880
2021-5-19 11:13:30,0.266
2021-5-19 11:13:30,23.56280,120.47880
2021-5-19 11:13:31,0.266
2021-5-19 11:13:31,23.56280,120.47880
2021-5-19 11:13:33,0.264
2021-5-19 11:13:33,23.56280,120.47880
2021-5-19 11:13:34,0.262
2021-5-19 11:13:34,23.56280,120.47880
2021-5-19 11:13:36,0.262
2021-5-19 11:13:36,23.56280,120.47880
2021-5-19 11:13:37,0.262
2021-5-19 11:13:37,23.56280,120.47880
2021-5-19 11:13:39,0.263
2021-5-19 11:13:39,23.56281,120.47880
2021-5-19 11:13:40,0.262
2021-5-19 11:13:40,23.56281,120.47880
2021-5-19 11:13:42,0.262
2021-5-19 11:13:42,23.56281,120.47880
2021-5-19 11:13:43,0.260
2021-5-19 11:13:43,23.56281,120.47880
2021-5-19 11:13:45,0.258
2021-5-19 11:13:45,23.56281,120.47880
2021-5-19 11:13:46,0.259
2021-5-19 11:13:46,23.56281,120.47880
2021-5-19 11:13:48,0.259
2021-5-19 11:13:48,23.56281,120.47880
2021-5-19 11:13:49,0.260
2021-5-19 11:13:49,23.56281,120.47880
2021-5-19 11:13:51,0.264
2021-5-19 11:13:51,23.56281,120.47880
2021-5-19 11:13:52,0.267
2021-5-19 11:13:52,23.56282,120.47879
2021-5-19 11:13:54,0.270
2021-5-19 11:13:54,23.56282,120.47879
2021-5-19 11:13:55,0.275
2021-5-19 11:13:55,23.56282,120.47878
2021-5-19 11:13:57,0.275
2021-5-19 11:13:57,23.56282,120.47878
2021-5-19 11:13:58,0.273
2021-5-19 11:13:58,23.56282,120.47877
2021-5-19 11:14:0,0.271
2021-5-19 11:14:0,23.56282,120.47877
2021-5-19 11:14:1,0.274
2021-5-19 11:14:1,23.56282,120.47876
2021-5-19 11:14:3,0.273
2021-5-19 11:14:3,23.56282,120.47876
2021-5-19 11:14:4,0.270
2021-5-19 11:14:4,23.56282,120.47876
2021-5-19 11:14:6,0.265
2021-5-19 11:14:6,23.56281,120.47876
2021-5-19 11:14:7,0.262
