9.999797344207763672e-01,1.697824103530365392e-07,4.261447088538261596e-07,1.416101986251305789e-05,5.004496415494941175e-06,4.426123041412211023e-07
9.999620914459228516e-01,6.253732863115146756e-06,9.575203421263722703e-07,1.225668074766872451e-05,1.738197170197963715e-05,1.084798441297607496e-06
9.999688863754272461e-01,4.902175078314030543e-06,7.345309995798743330e-07,9.691053492133505642e-06,1.493960735388100147e-05,8.800882369541795924e-07
9.999721050262451172e-01,4.251698555890470743e-06,6.290279088716488332e-07,8.475938557239715010e-06,1.388714917993638664e-05,7.697182695665105712e-07
9.999783039093017578e-01,3.278254780525458045e-06,4.847148034059500787e-07,6.641629170189844444e-06,1.077339857147308066e-05,5.236695415078429505e-07
9.999476671218872070e-01,1.059262285707518458e-05,5.400718237069668248e-06,1.597036498424131423e-05,1.929651625687256455e-05,1.104271518670429941e-06
9.999678134918212891e-01,5.552803941100137308e-06,1.855498908298613969e-06,1.084586983779445291e-05,1.322032858297461644e-05,6.438291393351391889e-07
9.999843835830688477e-01,1.761993416948826052e-06,6.744957659066130873e-07,5.894837158848531544e-06,7.014827133389189839e-06,2.585277343314373866e-07
9.999836683273315430e-01,1.895893205983156804e-06,7.254727734107291326e-07,6.061653039068914950e-06,7.347433438553707674e-06,2.796884928102372214e-07
9.999861717224121094e-01,1.370307472825516015e-06,8.000795332918642089e-07,4.953172265231842175e-06,6.424563707696506754e-06,2.144022204220163985e-07
9.999752044677734375e-01,4.148680545768002048e-06,1.161334012067527510e-06,8.589791832491755486e-06,1.040599636326078326e-05,4.342900012943573529e-07
9.999762773513793945e-01,4.092058134119724855e-06,1.323874016634363215e-06,8.115931450447533280e-06,9.765867616806644946e-06,4.008211078598833410e-07
9.999742507934570312e-01,3.320302539577824064e-06,1.697830043667636346e-06,9.188875083054881543e-06,1.108788455894682556e-05,5.289657565299421549e-07
9.999707937240600586e-01,3.905440280504990369e-06,2.036594423771020956e-06,1.026651989377569407e-05,1.238383447343949229e-05,6.209924094946472906e-07
9.999868869781494141e-01,1.247473051080305595e-06,8.266086410912976135e-07,4.530826117843389511e-06,6.266676336963428184e-06,2.037500337337405654e-07
9.999830722808837891e-01,2.723320903896819800e-06,1.288841986024635844e-06,5.306598268361994997e-06,7.412057584588183090e-06,2.203618123530759476e-07
9.999746084213256836e-01,8.661095307616051286e-06,5.896873744859476574e-07,5.518726993614109233e-06,1.020728905132273212e-05,3.239452155412436696e-07
9.999839067459106445e-01,3.392532335055875592e-06,4.797310566573287360e-07,4.930671366309979931e-06,7.029261723801027983e-06,2.167454198342966265e-07
9.999903440475463867e-01,1.032890963870158885e-06,4.286056878299859818e-07,3.509955831759725697e-06,4.518535206443630159e-06,1.258420638805546332e-07
9.999809265136718750e-01,3.179450686729978770e-06,8.857251714289304800e-07,6.560138444910990074e-06,8.208718099922407418e-06,3.019192149622540455e-07
9.999854564666748047e-01,1.558965891490515787e-06,8.772780120125389658e-07,5.094997959531610832e-06,6.796074558224063367e-06,2.368118572348976159e-07
9.999756813049316406e-01,5.739400421589380130e-06,1.449065052838705014e-06,7.726403964625205845e-06,9.004913408716674894e-06,3.726738100340298843e-07
9.999841451644897461e-01,1.837654735936666839e-06,8.278868222078017425e-07,5.597621111519401893e-06,7.306761744985124096e-06,2.690796634396974696e-07
9.999729394912719727e-01,3.431332515901885927e-06,2.015124664467293769e-06,9.347677405457943678e-06,1.184916072816122323e-05,4.755719373861211352e-07
9.999542236328125000e-01,6.069439677958143875e-06,3.430604010645765811e-06,1.578362389409448951e-05,1.927078665175940841e-05,1.203308102049049921e-06
4.223872125148773193e-01,5.743419528007507324e-01,2.099564590025693178e-04,1.568576903082430363e-03,1.335264649242162704e-03,1.569613232277333736e-04
8.295092612797816400e-08,9.999989271163940430e-01,3.348044685935747111e-08,6.682249420464358991e-08,4.354101008630095748e-07,3.547330891251476714e-07
2.980299314003787003e-07,9.999786615371704102e-01,1.562269744681543671e-06,9.105601748160552233e-07,4.013574198324931785e-06,1.460031398892169818e-05
