2021-4-26 14:5:51,0.028
2021-4-26 14:5:51,23.56377,120.47785
2021-4-26 14:5:52,0.038
2021-4-26 14:5:52,23.56377,120.47785
2021-4-26 14:5:54,0.033
2021-4-26 14:5:54,23.56377,120.47785
2021-4-26 14:5:55,0.038
2021-4-26 14:5:55,23.56377,120.47785
2021-4-26 14:5:57,0.036
2021-4-26 14:5:57,23.56377,120.47785
2021-4-26 14:5:58,0.034
2021-4-26 14:5:58,23.56377,120.47785
2021-4-26 14:6:0,0.036
2021-4-26 14:6:0,23.56377,120.47785
2021-4-26 14:6:1,0.041
2021-4-26 14:6:1,23.56377,120.47785
2021-4-26 14:6:3,0.045
2021-4-26 14:6:3,23.56377,120.47785
2021-4-26 14:6:4,0.040
2021-4-26 14:6:4,23.56377,120.47785
2021-4-26 14:6:6,0.032
2021-4-26 14:6:6,23.56377,120.47785
2021-4-26 14:6:7,0.039
2021-4-26 14:6:7,23.56377,120.47786
2021-4-26 14:6:9,0.051
2021-4-26 14:6:9,23.56377,120.47786
2021-4-26 14:6:10,0.104
2021-4-26 14:6:10,23.56378,120.47787
2021-4-26 14:6:12,0.103
2021-4-26 14:6:12,23.56377,120.47787
2021-4-26 14:6:13,0.097
2021-4-26 14:6:13,23.56377,120.47787
2021-4-26 14:6:15,0.092
2021-4-26 14:6:15,23.56377,120.47787
2021-4-26 14:6:16,0.086
2021-4-26 14:6:16,23.56377,120.47787
2021-4-26 14:6:18,0.113
2021-4-26 14:6:18,23.56377,120.47787
2021-4-26 14:6:19,0.161
2021-4-26 14:6:19,23.56378,120.47788
2021-4-26 14:6:21,0.269
2021-4-26 14:6:21,23.56378,120.47789
2021-4-26 14:6:22,0.303
2021-4-26 14:6:22,23.56378,120.47789
2021-4-26 14:6:24,0.342
2021-4-26 14:6:24,23.56379,120.47789
2021-4-26 14:6:25,0.388
2021-4-26 14:6:25,23.56379,120.47790
2021-4-26 14:6:27,0.533
2021-4-26 14:6:27,23.56381,120.47791
2021-4-26 14:6:28,0.572
2021-4-26 14:6:28,23.56381,120.47791
2021-4-26 14:6:30,0.752
2021-4-26 14:6:30,23.56383,120.47792
2021-4-26 14:6:31,0.959
2021-4-26 14:6:31,23.56386,120.47792
2021-4-26 14:6:33,0.924
2021-4-26 14:6:33,23.56387,120.47792
2021-4-26 14:6:34,0.836
2021-4-26 14:6:34,23.56387,120.47791
2021-4-26 14:6:36,0.865
2021-4-26 14:6:36,23.56387,120.47792
2021-4-26 14:6:37,16.290
2021-4-26 14:6:37,23.56415,120.47776
2021-4-26 14:6:39,17.245
2021-4-26 14:6:39,23.56422,120.4777
2021-4-26 14:6:40,15.706
2021-4-26 14:6:40,23.56427,120.47762
2021-4-26 14:6:42,16.829
2021-4-26 14:6:42,23.56432,120.47755
2021-4-26 14:6:43,18.102
2021-4-26 14:6:43,23.56437,120.47748
2021-4-26 14:6:45,18.864
2021-4-26 14:6:45,23.56441,120.47742
2021-4-26 14:6:46,18.959
2021-4-26 14:6:46,23.56446,120.47735
2021-4-26 14:6:48,18.839
2021-4-26 14:6:48,23.56450,120.47729
2021-4-26 14:6:49,18.612
2021-4-26 14:6:49,23.56455,120.47723
2021-4-26 14:6:51,18.433
2021-4-26 14:6:51,23.56459,120.47717
2021-4-26 14:6:52,18.377
2021-4-26 14:6:52,23.56463,120.47710
2021-4-26 14:6:54,17.771
2021-4-26 14:6:54,23.56466,120.47705
2021-4-26 14:6:55,15.999
2021-4-26 14:6:55,23.56465,120.47700
2021-4-26 14:6:57,15.311
2021-4-26 14:6:57,23.56466,120.47694
2021-4-26 14:6:58,15.144
2021-4-26 14:6:58,23.56468,120.47689
2021-4-26 14:7:0,14.936
2021-4-26 14:7:0,23.56470,120.47684
2021-4-26 14:7:1,14.897
2021-4-26 14:7:1,23.56472,120.47678
2021-4-26 14:7:3,14.845
2021-4-26 14:7:3,23.56475,120.47674
2021-4-26 14:7:4,14.524
2021-4-26 14:7:4,23.56475,120.47670
2021-4-26 14:7:6,5.799
2021-4-26 14:7:6,23.56439,120.47703
2021-4-26 14:7:7,7.334
2021-4-26 14:7:7,23.56438,120.47705
2021-4-26 14:7:9,6.459
2021-4-26 14:7:9,23.56437,120.47707
2021-4-26 14:7:10,5.196
2021-4-26 14:7:10,23.56436,120.47708
2021-4-26 14:7:12,5.173
2021-4-26 14:7:12,23.56435,120.47712
2021-4-26 14:7:13,5.123
2021-4-26 14:7:13,23.56435,120.47716
2021-4-26 14:7:15,5.077
2021-4-26 14:7:15,23.56432,120.47716
2021-4-26 14:7:16,5.105
2021-4-26 14:7:16,23.56432,120.47719
2021-4-26 14:7:18,5.320
2021-4-26 14:7:18,23.56431,120.47721
2021-4-26 14:7:19,5.374
2021-4-26 14:7:19,23.56430,120.47723
2021-4-26 14:7:21,5.463
2021-4-26 14:7:21,23.56429,120.47725
2021-4-26 14:7:22,5.540
2021-4-26 14:7:22,23.56427,120.47728
2021-4-26 14:7:24,5.553
2021-4-26 14:7:24,23.56425,120.47729
2021-4-26 14:7:25,5.545
2021-4-26 14:7:25,23.56424,120.47732
2021-4-26 14:7:27,5.655
2021-4-26 14:7:27,23.56424,120.47735
2021-4-26 14:7:28,5.765
2021-4-26 14:7:28,23.56424,120.47738
2021-4-26 14:7:30,5.795
2021-4-26 14:7:30,23.56423,120.47741
2021-4-26 14:7:31,5.799
2021-4-26 14:7:31,23.56422,120.47743
2021-4-26 14:7:33,5.787
2021-4-26 14:7:33,23.56421,120.47746
2021-4-26 14:7:34,5.795
2021-4-26 14:7:34,23.56420,120.47748
2021-4-26 14:7:36,5.809
2021-4-26 14:7:36,23.56419,120.47751
2021-4-26 14:7:37,5.824
2021-4-26 14:7:37,23.56418,120.47753
2021-4-26 14:7:39,5.848
2021-4-26 14:7:39,23.56417,120.47756
2021-4-26 14:7:40,5.863
2021-4-26 14:7:40,23.56416,120.47758
2021-4-26 14:7:42,5.880
2021-4-26 14:7:42,23.56414,120.47761
2021-4-26 14:7:43,5.919
2021-4-26 14:7:43,23.56413,120.47763
2021-4-26 14:7:45,6.114
2021-4-26 14:7:45,23.56412,120.47767
2021-4-26 14:7:46,6.166
2021-4-26 14:7:46,23.56410,120.47770
2021-4-26 14:7:48,6.238
2021-4-26 14:7:48,23.56409,120.47773
2021-4-26 14:7:49,6.390
2021-4-26 14:7:49,23.56407,120.47776
2021-4-26 14:7:51,6.551
2021-4-26 14:7:51,23.56405,120.47780
2021-4-26 14:7:52,6.634
2021-4-26 14:7:52,23.56401,120.47782
2021-4-26 14:7:54,6.684
2021-4-26 14:7:54,23.56398,120.47784
2021-4-26 14:7:55,6.753
2021-4-26 14:7:55,23.56394,120.47786
2021-4-26 14:7:57,6.697
2021-4-26 14:7:57,23.56392,120.47787
2021-4-26 14:7:58,6.600
2021-4-26 14:7:58,23.56389,120.47788
2021-4-26 14:8:0,6.588
2021-4-26 14:8:0,23.56387,120.47790
2021-4-26 14:8:1,6.540
2021-4-26 14:8:1,23.56385,120.47791
2021-4-26 14:8:3,6.459
2021-4-26 14:8:3,23.56383,120.47791
2021-4-26 14:8:4,6.442
2021-4-26 14:8:4,23.56381,120.47793
2021-4-26 14:8:6,6.410
2021-4-26 14:8:6,23.56379,120.47794
2021-4-26 14:8:7,6.392
2021-4-26 14:8:7,23.56377,120.47795
2021-4-26 14:8:9,6.402
2021-4-26 14:8:9,23.56374,120.47796
2021-4-26 14:8:10,6.390
2021-4-26 14:8:10,23.56372,120.47797
2021-4-26 14:8:12,6.382
2021-4-26 14:8:12,23.56370,120.47799
2021-4-26 14:8:13,6.377
2021-4-26 14:8:13,23.56367,120.47799
2021-4-26 14:8:15,6.384
2021-4-26 14:8:15,23.56365,120.47801
2021-4-26 14:8:16,6.353
2021-4-26 14:8:16,23.56364,120.47802
2021-4-26 14:8:18,9.640
2021-4-26 14:8:18,23.56345,120.47755
2021-4-26 14:8:19,9.257
2021-4-26 14:8:19,23.56341,120.47751
2021-4-26 14:8:21,9.309
2021-4-26 14:8:21,23.56337,120.47747
2021-4-26 14:8:22,9.562
2021-4-26 14:8:22,23.56334,120.47743
2021-4-26 14:8:24,9.199
2021-4-26 14:8:24,23.56331,120.47741
2021-4-26 14:8:25,9.258
2021-4-26 14:8:25,23.56328,120.47738
2021-4-26 14:8:27,9.321
2021-4-26 14:8:27,23.56325,120.47736
2021-4-26 14:8:28,9.359
2021-4-26 14:8:28,23.56322,120.47733
2021-4-26 14:8:30,9.449
2021-4-26 14:8:30,23.56319,120.47731
2021-4-26 14:8:31,9.360
2021-4-26 14:8:31,23.56316,120.47729
2021-4-26 14:8:33,9.150
2021-4-26 14:8:33,23.56313,120.47726
2021-4-26 14:8:34,9.079
2021-4-26 14:8:34,23.56310,120.47724
2021-4-26 14:8:36,9.111
2021-4-26 14:8:36,23.56307,120.47721
2021-4-26 14:8:37,9.145
2021-4-26 14:8:37,23.56305,120.47718
2021-4-26 14:8:39,9.202
2021-4-26 14:8:39,23.56301,120.47715
2021-4-26 14:8:40,9.117
2021-4-26 14:8:40,23.56298,120.47712
2021-4-26 14:8:42,9.171
2021-4-26 14:8:42,23.56295,120.47709
2021-4-26 14:8:43,9.301
2021-4-26 14:8:43,23.56292,120.47707
2021-4-26 14:8:45,9.429
2021-4-26 14:8:45,23.56288,120.47704
2021-4-26 14:8:46,9.532
2021-4-26 14:8:46,23.56285,120.47701
2021-4-26 14:8:48,9.887
2021-4-26 14:8:48,23.56280,120.47698
2021-4-26 14:8:49,9.976
2021-4-26 14:8:49,23.56276,120.47695
2021-4-26 14:8:51,9.982
2021-4-26 14:8:51,23.56272,120.47693
2021-4-26 14:8:52,9.809
2021-4-26 14:8:52,23.56269,120.47692
2021-4-26 14:8:54,9.792
